EPBC Number,Project,Offset Name,Project Approval Date,Project Approval Expiry Date,Approval Holder,Url,Scraped
2015/7561,"Alkimos city centre and central development, WA",Under review,2017-03-30,2037-12-31,Lendlease Communities (Australia) Pty Ltd,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=486aed92-7b80-e711-994c-005056ba00a8,2023-02-19
2016/7717,"Middlemount Coal Mine, North-eastern Extension, Bowen Basin, Qld",Under review,2017-03-29,2042-11-01,MIDDLEMOUNT COAL PTY LTD,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=d13814c1-21e0-ea11-942e-00505684324c,2023-02-19
2016/7674,"Mernda Rail Extension Project, Vic",Under review,2017-03-29,2030-03-31,Level Crossing Removal Authority,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=3804dbce-6988-eb11-80c2-00505684c137,2023-02-19
2012/6324,Boundary Hill South Lease Extension,Under review,2017-03-24,2050-06-30,Batchfire Resources,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=fc16a14e-4661-ec11-80d0-00505684c137,2023-02-19
2012/6324,Boundary Hill South Lease Extension,Under review,2017-03-24,2050-06-30,Batchfire Resources,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=fc16a14e-4661-ec11-80d0-00505684c137,2023-02-19
2015/7463,"ATP1188 Anya development for 25 CSG wells, Dalby, Qld",Under review,2017-03-17,2052-03-03,QGC PTY LTD,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=8b86a05d-01dd-ea11-a87e-005056842ad1,2023-02-19
2013/7083,"Develop the Mulga Rock Uranium Project, WA",Under review,2017-03-02,2041-12-31,Vimy Resources Limited,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=dcda15f7-92ff-e611-a71a-005056ba00a8,2023-02-19
2009/5173,Lower Fitzroy River Infrastructure Project,Under review,2017-02-28,2046-02-25,Sunwater Limited,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=4089cab5-2353-ec11-80cf-00505684c137,2023-02-19
2015/7514,"Iron Hill Deposit mining project, mt Gibson Ranges, Shire of Yalgoo, WA",Under review,2017-02-08,2026-12-31,MOUNT GIBSON MINING LIMITED,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=35437a08-df66-ed11-9561-00224818a727,2023-02-19
2016/7661,"Clearing of 12.8ha of native vegetation on Lots 19 and 20, Sixty Eight Road, Baldivis, WA",Under review,2017-02-01,2021-12-31,ABN Corporate Services Pty Ltd,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=da212fba-d0d1-e811-a977-005056ba00a7,2023-02-19
