EPBC Number,Project,Offset Name,Project Approval Date,Project Approval Expiry Date,Approval Holder,Url,Scraped
2010/5457,Drake Open Cut Coal Mine,Under review,2014-04-22,2044-12-31,Drake Coal Pty Ltd,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=3392f6ca-6067-e511-b4b8-005056ba00ab,2023-02-19
2010/5741,Western Highway Project: Beaufort to Ararat,Under review,2014-04-17,2034-06-30,VicRoads,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=c592f6ca-6067-e511-b4b8-005056ba00ab,2023-02-19
2010/5741,Western Highway Project: Beaufort to Ararat,Under review,2014-04-17,2034-06-30,VicRoads,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=c592f6ca-6067-e511-b4b8-005056ba00ab,2023-02-19
2010/5741,Western Highway Project: Beaufort to Ararat,Under review,2014-04-17,2034-06-30,VicRoads,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=c592f6ca-6067-e511-b4b8-005056ba00ab,2023-02-19
2010/5421,Foxleigh Coal Mine Extension,Under review,2014-04-15,2050-12-31,Foxleigh Coal Pty Ltd,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=2592f6ca-6067-e511-b4b8-005056ba00ab,2023-02-19
2009/5017,Poplar Tree Removal Program - Grey Headed Flying Fox Zone,Under review,2014-04-11,2022-07-01,EAST GIPPSLAND SHIRE COUNCIL,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=4a91f6ca-6067-e511-b4b8-005056ba00ab,2023-02-19
2009/5017,Poplar Tree Removal Program - Grey Headed Flying Fox Zone,Under review,2014-04-11,2022-07-01,EAST GIPPSLAND SHIRE COUNCIL,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=4a91f6ca-6067-e511-b4b8-005056ba00ab,2023-02-19
2013/6734,Development of a large-scale industrial estate & redevelopment of an existing truck stop,Under review,2014-04-09,2034-04-30,LOCKYER VALLEY REGIONAL COUNCIL,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=99290a92-4970-ed11-81ac-00224818afb6,2023-02-19
2009/5032,"Tiwest Dongara Project, mineral sands mining and concentrating operation, 25km",Under review,2014-04-09,2038-12-31,TRONOX MANAGEMENT PTY LTD,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=5091f6ca-6067-e511-b4b8-005056ba00ab,2023-02-19
2009/5032,"Tiwest Dongara Project, mineral sands mining and concentrating operation, 25km",Under review,2014-04-09,2038-12-31,TRONOX MANAGEMENT PTY LTD,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=5091f6ca-6067-e511-b4b8-005056ba00ab,2023-02-19
