EPBC Number,Project,Offset Name,Project Approval Date,Project Approval Expiry Date,Approval Holder,Url,Scraped
2011/6003,Forrestania Nickel Project - Spotted Quoll-Cosmic Boy Haul Road,Under review,2012-02-10,2021-12-31,WESTERN AREAS N.L,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=c194f6ca-6067-e511-b4b8-005056ba00ab,2023-02-19
2009/5247,Gourlay Road Duplication between Becca Way and Hume Drive,Under review,2012-02-07,2022-02-01,MELTON SHIRE COUNCIL,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=cc91f6ca-6067-e511-b4b8-005056ba00ab,2023-02-19
2011/6040,Residential Subdivision development,Under review,2012-01-24,2021-12-31,Stockland WA Development Pty Ltd,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=d794f6ca-6067-e511-b4b8-005056ba00ab,2023-02-19
2011/5896,Defence Training Facilities at the Greenbank Training Area,Under review,2012-01-17,2029-06-01,Department of Defence,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=83d47d93-4952-ec11-80cf-00505684c137,2023-02-19
2011/5855,Golden Eagle Satellite Deposits Development,Under review,2012-01-17,2025-12-31,MILLENNIUM MINERALS LIMITED,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=2793f6ca-6067-e511-b4b8-005056ba00ab,2023-02-19
2011/5855,Golden Eagle Satellite Deposits Development,Under review,2012-01-17,2025-12-31,MILLENNIUM MINERALS LIMITED,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=2793f6ca-6067-e511-b4b8-005056ba00ab,2023-02-19
2011/5848,Mt Dove Direct Shipping Ore Project,Under review,2012-01-13,2017-01-16,Atlas Iron Limited,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=2193f6ca-6067-e511-b4b8-005056ba00ab,2023-02-19
2011/5848,Mt Dove Direct Shipping Ore Project,Under review,2012-01-13,2017-01-16,Atlas Iron Limited,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=2193f6ca-6067-e511-b4b8-005056ba00ab,2023-02-19
2011/5891,Upgrade of surface facilities at NRE No.1 Colliery,Under review,2012-01-12,2014-09-30,GUJARAT NRE COKING COAL LIMITED,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=fe5f6d85-2553-ec11-80cf-00505684c137,2023-02-19
2010/5502,Rocglen Coal Mine Extension Project,Under review,2011-12-21,2025-11-16,WHITEHAVEN COAL LIMITED,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=5b92f6ca-6067-e511-b4b8-005056ba00ab,2023-02-19
