EPBC Number,Stem,Url,Under Review,Scraped
2013/6985,2013_6985,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=8594f6ca-6067-e511-b4b8-005056ba00ab,True,2023/03/03
2012/6518,2012_6518,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=7195f6ca-6067-e511-b4b8-005056ba00ab,True,2023/03/03
2013/7083,2013_7083,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=dcda15f7-92ff-e611-a71a-005056ba00a8,True,2023/03/03
2015/7463,2015_7463,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=8b86a05d-01dd-ea11-a87e-005056842ad1,True,2023/03/03
2004/1822,2004_1822,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=ddba415e-1c53-ec11-80cf-00505684c137,True,2023/03/03
2004/1610,2004_1610,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=5693f6ca-6067-e511-b4b8-005056ba00ab,True,2023/03/03
2005/2193,2005_2193,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=a193f6ca-6067-e511-b4b8-005056ba00ab,True,2023/03/03
2006/2775,2006_2775,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=8c60fec4-6067-e511-b4b8-005056ba00ab,True,2023/03/03
2016/7827,2016_7827,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=5cc5ee92-b7d7-eb11-80c9-00505684c563,True,2023/03/03
2005/2095,2005_2095,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=8d93f6ca-6067-e511-b4b8-005056ba00ab,True,2023/03/03
2007/3385,2007_3385,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=e993f6ca-6067-e511-b4b8-005056ba00ab,True,2023/03/03
2009/5173,2009_5173,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=4089cab5-2353-ec11-80cf-00505684c137,True,2023/03/03
2007/3297,2007_3297,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=d393f6ca-6067-e511-b4b8-005056ba00ab,True,2023/03/03
2012/6617,2012_6617,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=9a95f6ca-6067-e511-b4b8-005056ba00ab,True,2023/03/03
2008/4444,2008_4444,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=76ec23f2-05a9-e911-9566-005056842ad1,True,2023/03/03
2014/7384,2014_7384,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=c3e3e054-1e11-e811-9fee-005056ba00a7,True,2023/03/03
2009/4892,2009_4892,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=2e91f6ca-6067-e511-b4b8-005056ba00ab,True,2023/03/03
2015/7495,2015_7495,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=67311c3e-2653-ec11-80cf-00505684c137,True,2023/03/03
2016/7837,2016_7837,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=a17a102e-dea7-eb11-80c4-00505684c137,True,2023/03/03
2015/7536,2015_7536,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=69982111-d1b4-e911-ad32-00505684324c,True,2023/03/03
2013/6904,2013_6904,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=e58e010e-29c9-e911-8be7-00505684324c,True,2023/03/03
2013/6865,2013_6865,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=fe1b33bb-9a4d-ec11-80d2-00505684c563,True,2023/03/03
2008/4250,2008_4250,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=7190f6ca-6067-e511-b4b8-005056ba00ab,True,2023/03/03
2007/3441,2007_3441,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=f693f6ca-6067-e511-b4b8-005056ba00ab,True,2023/03/03
2010/5567,2010_5567,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=7a92f6ca-6067-e511-b4b8-005056ba00ab,True,2023/03/03
2014/7119,2014_7119,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=c7bb788c-70a3-e911-820b-00505684324c,True,2023/03/03
2013/6979,2013_6979,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=7a00cf8a-06ad-e911-ad32-00505684324c,True,2023/03/03
2008/4028,2008_4028,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=e560fec4-6067-e511-b4b8-005056ba00ab,True,2023/03/03
2010/5461,2010_5461,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=3592f6ca-6067-e511-b4b8-005056ba00ab,True,2023/03/03
2015/7467,2015_7467,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=c4ed8d59-2553-ec11-80cf-00505684c137,True,2023/03/03
2014/7120,2014_7120,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=6da8a20c-b6c7-e911-ae51-005056842ad1,True,2023/03/03
2012/6603,2012_6603,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=9ca63e8e-48d4-e511-a6f0-005056ba00a7,True,2023/03/03
2011/6095,2011_6095,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=f294f6ca-6067-e511-b4b8-005056ba00ab,True,2023/03/03
2008/4159,2008_4159,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=4890f6ca-6067-e511-b4b8-005056ba00ab,True,2023/03/03
2017/8119,2017_8119,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=9ed53c40-90b6-ea11-97dc-00505684324c,True,2023/03/03
2017/7994,2017_7994,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=3df1312a-a41e-e911-9956-005056ba00a8,True,2023/03/03
2006/3190,2006_3190,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=c493f6ca-6067-e511-b4b8-005056ba00ab,True,2023/03/03
2015/7458,2015_7458,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=625aca7a-dab4-e911-ad32-00505684324c,True,2023/03/03
2016/7852,2016_7852,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=1a1db35f-dfa9-ea11-8a09-00505684324c,True,2023/03/03
2010/5513,2010_5513,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=5eb6fe5f-4852-ec11-80cf-00505684c137,True,2023/03/03
2011/6138,2011_6138,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=fc94f6ca-6067-e511-b4b8-005056ba00ab,True,2023/03/03
2011/5819,2011_5819,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=0093f6ca-6067-e511-b4b8-005056ba00ab,True,2023/03/03
2008/4648,2008_4648,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=e490f6ca-6067-e511-b4b8-005056ba00ab,True,2023/03/03
2009/4737,2009_4737,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=fc90f6ca-6067-e511-b4b8-005056ba00ab,True,2023/03/03
2012/6523,2012_6523,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=7f95f6ca-6067-e511-b4b8-005056ba00ab,True,2023/03/03
2010/5396,2010_5396,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=1d92f6ca-6067-e511-b4b8-005056ba00ab,True,2023/03/03
2011/5808,2011_5808,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=fa92f6ca-6067-e511-b4b8-005056ba00ab,True,2023/03/03
2010/5586,2010_5586,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=8092f6ca-6067-e511-b4b8-005056ba00ab,True,2023/03/03
2009/4719,2009_4719,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=3fff987f-2253-ec11-80cf-00505684c137,True,2023/03/03
2010/5693,2010_5693,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=ab92f6ca-6067-e511-b4b8-005056ba00ab,True,2023/03/03
2010/5552,2010_5552,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=6b92f6ca-6067-e511-b4b8-005056ba00ab,True,2023/03/03
2010/5636,2010_5636,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=9292f6ca-6067-e511-b4b8-005056ba00ab,True,2023/03/03
2009/5007,2009_5007,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=db31049a-02a9-ec11-80d6-00505684c563,True,2023/03/03
2010/5344,2010_5344,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=f191f6ca-6067-e511-b4b8-005056ba00ab,True,2023/03/03
2012/6556,2012_6556,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=dbe16fed-e48d-eb11-80c3-00505684c137,True,2023/03/03
2011/6194,2011_6194,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=1d95f6ca-6067-e511-b4b8-005056ba00ab,True,2023/03/03
2013/6879,2013_6879,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=5e94f6ca-6067-e511-b4b8-005056ba00ab,True,2023/03/03
2008/4432,2008_4432,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=a790f6ca-6067-e511-b4b8-005056ba00ab,True,2023/03/03
2010/5384,2010_5384,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=0a92f6ca-6067-e511-b4b8-005056ba00ab,True,2023/03/03
2013/6812,2013_6812,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=5094f6ca-6067-e511-b4b8-005056ba00ab,True,2023/03/03
2010/5571,2010_5571,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=7c92f6ca-6067-e511-b4b8-005056ba00ab,True,2023/03/03
2008/3960,2008_3960,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=c260fec4-6067-e511-b4b8-005056ba00ab,True,2023/03/03
2013/6734,2013_6734,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=99290a92-4970-ed11-81ac-00224818afb6,True,2023/03/03
2013/7002,2013_7002,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=3a1fe34e-2053-ec11-80cf-00505684c137,True,2023/03/03
2013/7064,2013_7064,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=b13ba411-2153-ec11-80cf-00505684c137,True,2023/03/03
2016/7731,2016_7731,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=593bc0e8-6a52-ec11-80d2-00505684c563,True,2023/03/03
2013/7098,2013_7098,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=a094f6ca-6067-e511-b4b8-005056ba00ab,True,2023/03/03
2013/6974,2013_6974,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=7f94f6ca-6067-e511-b4b8-005056ba00ab,True,2023/03/03
2013/6884,2013_6884,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=6294f6ca-6067-e511-b4b8-005056ba00ab,True,2023/03/03
2007/3533,2007_3533,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=78e6fc67-d250-ec11-80cf-00505684c137,True,2023/03/03
2013/6868,2013_6868,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=5894f6ca-6067-e511-b4b8-005056ba00ab,True,2023/03/03
2011/5898,2011_5898,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=3993f6ca-6067-e511-b4b8-005056ba00ab,True,2023/03/03
2006/2761,2006_2761,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=8a60fec4-6067-e511-b4b8-005056ba00ab,True,2023/03/03
2011/5815,2011_5815,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=fe92f6ca-6067-e511-b4b8-005056ba00ab,True,2023/03/03
2010/5661,2010_5661,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=a792f6ca-6067-e511-b4b8-005056ba00ab,True,2023/03/03
2009/5159,2009_5159,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=9c91f6ca-6067-e511-b4b8-005056ba00ab,True,2023/03/03
2016/7842,2016_7842,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=c7f1fbd9-5256-ec11-80d2-00505684c563,True,2023/03/03
2015/7609,2015_7609,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=918b3755-1641-ec11-80d1-00505684c563,True,2023/03/03
2018/8296,2018_8296,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=859842a1-7552-ec11-80cf-00505684c137,True,2023/03/03
2008/4417,2008_4417,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=9790f6ca-6067-e511-b4b8-005056ba00ab,True,2023/03/03
2009/5107,2009_5107,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=6b91f6ca-6067-e511-b4b8-005056ba00ab,True,2023/03/03
2011/5846,2011_5846,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=1d93f6ca-6067-e511-b4b8-005056ba00ab,True,2023/03/03
2012/6339,2012_6339,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=4595f6ca-6067-e511-b4b8-005056ba00ab,True,2023/03/03
2008/4633,2008_4633,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=d890f6ca-6067-e511-b4b8-005056ba00ab,True,2023/03/03
2017/8041,2017_8041,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=101f841e-97b6-ea11-97dc-00505684324c,True,2023/03/03
2017/7952,2017_7952,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=67b34571-6e52-ec11-80d2-00505684c563,True,2023/03/03
2009/5256,2009_5256,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=d791f6ca-6067-e511-b4b8-005056ba00ab,True,2023/03/03
2009/5033,2009_5033,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=5b91f6ca-6067-e511-b4b8-005056ba00ab,True,2023/03/03
2007/3333,2007_3333,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=fc2d044f-fbcd-e911-ae51-005056842ad1,True,2023/03/03
2010/5649,2010_5649,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=a092f6ca-6067-e511-b4b8-005056ba00ab,True,2023/03/03
2011/6213,2011_6213,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=3195f6ca-6067-e511-b4b8-005056ba00ab,True,2023/03/03
2011/5987,2011_5987,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=bb94f6ca-6067-e511-b4b8-005056ba00ab,True,2023/03/03
2008/4285,2008_4285,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=7990f6ca-6067-e511-b4b8-005056ba00ab,True,2023/03/03
2017/8065,2017_8065,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=db3dbdbb-2f53-ec11-80cf-00505684c137,True,2023/03/03
2013/6823,2013_6823,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=5294f6ca-6067-e511-b4b8-005056ba00ab,True,2023/03/03
2011/5973,2011_5973,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=b394f6ca-6067-e511-b4b8-005056ba00ab,True,2023/03/03
2012/6631,2012_6631,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=a095f6ca-6067-e511-b4b8-005056ba00ab,True,2023/03/03
2017/7869,2017_7869,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=b6d502d2-2d53-ec11-80cf-00505684c137,True,2023/03/03
2018/8289,2018_8289,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=1716c169-63e3-ea11-942e-00505684324c,True,2023/03/03
2019/8428,2019_8428,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=fc75f5d8-9477-ea11-962c-00505684324c,True,2023/03/03
2008/4497,2008_4497,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=0c6096f7-d650-ec11-80cf-00505684c137,True,2023/03/03
2008/4126,2008_4126,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=4490f6ca-6067-e511-b4b8-005056ba00ab,True,2023/03/03
2012/6611,2012_6611,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=9895f6ca-6067-e511-b4b8-005056ba00ab,True,2023/03/03
2011/6053,2011_6053,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=338e4528-2653-ec11-80cf-00505684c137,True,2023/03/03
2018/8246,2018_8246,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=28dd6c8f-7152-ec11-80d2-00505684c563,True,2023/03/03
2011/6210,2011_6210,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=2f95f6ca-6067-e511-b4b8-005056ba00ab,True,2023/03/03
2010/5642,2010_5642,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=6ab42ebd-ef6a-ed11-81ac-002248156aec,True,2023/03/03
2011/5996,2011_5996,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=bf94f6ca-6067-e511-b4b8-005056ba00ab,True,2023/03/03
2007/3480,2007_3480,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=0a94f6ca-6067-e511-b4b8-005056ba00ab,True,2023/03/03
2008/4210,2008_4210,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=6590f6ca-6067-e511-b4b8-005056ba00ab,True,2023/03/03
2008/4638,2008_4638,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=dc90f6ca-6067-e511-b4b8-005056ba00ab,True,2023/03/03
2007/3501,2007_3501,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=b67aad50-e1dd-e611-bdfe-005056ba00a8,True,2023/03/03
2009/4821,2009_4821,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=1991f6ca-6067-e511-b4b8-005056ba00ab,True,2023/03/03
2002/903,2002_903,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=2d60fec4-6067-e511-b4b8-005056ba00ab,True,2023/03/03
2005/2270,2005_2270,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=ab93f6ca-6067-e511-b4b8-005056ba00ab,True,2023/03/03
2008/4401,2008_4401,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=54ea0a54-2253-ec11-80cf-00505684c137,True,2023/03/03
2012/6568,2012_6568,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=7275f40d-4f52-ec11-80cf-00505684c137,True,2023/03/03
2012/6573,2012_6573,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=8b95f6ca-6067-e511-b4b8-005056ba00ab,True,2023/03/03
2012/6691,2012_6691,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=b195f6ca-6067-e511-b4b8-005056ba00ab,True,2023/03/03
2009/5017,2009_5017,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=4a91f6ca-6067-e511-b4b8-005056ba00ab,True,2023/03/03
2006/2834,2006_2834,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=9160fec4-6067-e511-b4b8-005056ba00ab,True,2023/03/03
2008/4454,2008_4454,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=b390f6ca-6067-e511-b4b8-005056ba00ab,True,2023/03/03
2009/4974,2009_4974,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=3e91f6ca-6067-e511-b4b8-005056ba00ab,True,2023/03/03
2008/4083,2008_4083,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=f360fec4-6067-e511-b4b8-005056ba00ab,True,2023/03/03
2007/3585,2007_3585,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=f17cb582-3b9d-e511-8a4b-005056ba00a8,True,2023/03/03
2011/6020,2011_6020,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=cb94f6ca-6067-e511-b4b8-005056ba00ab,True,2023/03/03
2010/5750,2010_5750,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=c992f6ca-6067-e511-b4b8-005056ba00ab,True,2023/03/03
2011/5923,2011_5923,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=4393f6ca-6067-e511-b4b8-005056ba00ab,True,2023/03/03
2010/5521,2010_5521,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=6392f6ca-6067-e511-b4b8-005056ba00ab,True,2023/03/03
2011/6021,2011_6021,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=d594f6ca-6067-e511-b4b8-005056ba00ab,True,2023/03/03
2013/6773,2013_6773,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=4294f6ca-6067-e511-b4b8-005056ba00ab,True,2023/03/03
2012/6605,2012_6605,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=8f95f6ca-6067-e511-b4b8-005056ba00ab,True,2023/03/03
2010/5707,2010_5707,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=b792f6ca-6067-e511-b4b8-005056ba00ab,True,2023/03/03
2011/5968,2011_5968,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=5293f6ca-6067-e511-b4b8-005056ba00ab,True,2023/03/03
2013/6732,2013_6732,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=b395f6ca-6067-e511-b4b8-005056ba00ab,True,2023/03/03
2012/6472,2012_6472,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=6f95f6ca-6067-e511-b4b8-005056ba00ab,True,2023/03/03
2009/5120,2009_5120,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=7991f6ca-6067-e511-b4b8-005056ba00ab,True,2023/03/03
2012/6292,2012_6292,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=3595f6ca-6067-e511-b4b8-005056ba00ab,True,2023/03/03
2012/6418,2012_6418,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=5c95f6ca-6067-e511-b4b8-005056ba00ab,True,2023/03/03
2010/5498,2010_5498,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=5592f6ca-6067-e511-b4b8-005056ba00ab,True,2023/03/03
2010/5777,2010_5777,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=dd92f6ca-6067-e511-b4b8-005056ba00ab,True,2023/03/03
2016/7741,2016_7741,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=f713250a-6b52-ec11-80d2-00505684c563,True,2023/03/03
2017/7876,2017_7876,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=5ec40e34-05e1-ea11-a87e-005056842ad1,True,2023/03/03
2010/5331,2010_5331,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=eb91f6ca-6067-e511-b4b8-005056ba00ab,True,2023/03/03
2017/7932,2017_7932,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=f5230a26-6e52-ec11-80d2-00505684c563,True,2023/03/03
2009/4835,2009_4835,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=1b91f6ca-6067-e511-b4b8-005056ba00ab,True,2023/03/03
2016/7727,2016_7727,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=422fbac5-2b53-ec11-80cf-00505684c137,True,2023/03/03
2016/7729,2016_7729,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=23c0f80a-6a52-ec11-80d2-00505684c563,True,2023/03/03
2015/7516,2015_7516,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=9b4bf5ef-20e8-eb11-80c6-00505684c137,True,2023/03/03
2006/3017,2006_3017,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=9f60fec4-6067-e511-b4b8-005056ba00ab,True,2023/03/03
2009/4789,2009_4789,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=0f91f6ca-6067-e511-b4b8-005056ba00ab,True,2023/03/03
2014/7190,2014_7190,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=793599ad-58cd-ea11-97dc-00505684324c,True,2023/03/03
2019/8408,2019_8408,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=431107ca-ed27-ec11-80c9-00505684c137,True,2023/03/03
2008/4405,2008_4405,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=9490f6ca-6067-e511-b4b8-005056ba00ab,True,2023/03/03
2019/8469,2019_8469,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=6fb7d9f6-7652-ec11-80cf-00505684c137,True,2023/03/03
2018/8300,2018_8300,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=8b27a30c-3353-ec11-80cf-00505684c137,True,2023/03/03
2011/5892,2011_5892,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=2f93f6ca-6067-e511-b4b8-005056ba00ab,True,2023/03/03
2019/8487,2019_8487,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=be67e082-1e82-eb11-80c2-00505684c137,True,2023/03/03
2018/8338,2018_8338,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=ae1d5e47-3353-ec11-80cf-00505684c137,True,2023/03/03
2017/8004,2017_8004,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=45063c39-6f52-ec11-80d2-00505684c563,True,2023/03/03
2009/5141,2009_5141,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=8991f6ca-6067-e511-b4b8-005056ba00ab,True,2023/03/03
2017/7922,2017_7922,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=46c50f56-2b69-ed11-81ac-00224818a758,True,2023/03/03
2019/8388,2019_8388,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=95b84024-7652-ec11-80cf-00505684c137,True,2023/03/03
2014/7391,2014_7391,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=70388f1d-3bd5-e911-8be7-00505684324c,True,2023/03/03
2018/8359,2018_8359,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=9f91cb19-061f-eb11-82c9-00505684324c,True,2023/03/03
2015/7453,2015_7453,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=74603c44-2453-ec11-80cf-00505684c137,True,2023/03/03
2007/3779,2007_3779,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=3794f6ca-6067-e511-b4b8-005056ba00ab,True,2023/03/03
2014/7263,2014_7263,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=1f385895-0840-e711-998c-005056ba00a8,True,2023/03/03
2016/7698,2016_7698,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=8d492bcc-2c69-ed11-81ac-00224818a758,True,2023/03/03
2012/6509,2012_6509,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=a26874d3-0394-ea11-962c-00505684324c,True,2023/03/03
2015/7626,2015_7626,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=f4a482a0-ec75-e911-a6be-00505684324c,True,2023/03/03
2011/5833,2011_5833,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=0f93f6ca-6067-e511-b4b8-005056ba00ab,True,2023/03/03
2011/5928,2011_5928,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=4793f6ca-6067-e511-b4b8-005056ba00ab,True,2023/03/03
