EPBC Number,Project,Offset Name,Project Approval Date,Project Approval Expiry Date,Approval Holder,Url,Scraped
2009/5063,"Williamtown Aerospace Park, industrial subdivision and development to service e",Under review,2011-07-27,2031-12-31,Newcastle Airport Pty Ltd,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=7f5fe900-8815-e611-bb47-005056ba00a8,2023-02-17
2009/5063,"Williamtown Aerospace Park, industrial subdivision and development to service e",Under review,2011-07-27,2031-12-31,Newcastle Airport Pty Ltd,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=7f5fe900-8815-e611-bb47-005056ba00a8,2023-02-17
2010/5419,Duplication of the Dampier Highway Stages 2 & 6,Under review,2011-07-22,2041-12-31,Main Roads Western Australia,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=2392f6ca-6067-e511-b4b8-005056ba00ab,2023-02-17
2009/5086,Proposed land clearing for Shotts Industrial Park,Under review,2011-06-27,2061-12-31,LANDCORP,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=6791f6ca-6067-e511-b4b8-005056ba00ab,2023-02-17
2008/4208,"Ichthys Gas Field, Offshore and onshore processing facilities and subsea pipeline",Under review,2011-06-27,2061-07-01,INPEX OPERATIONS AUSTRALIA PTY LTD,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=5d90f6ca-6067-e511-b4b8-005056ba00ab,2023-02-17
2009/5086,Proposed land clearing for Shotts Industrial Park,Under review,2011-06-27,2061-12-31,LANDCORP,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=6791f6ca-6067-e511-b4b8-005056ba00ab,2023-02-17
2010/5500,Oakajee Rail Development,Under review,2011-06-17,2035-12-31,OAKAJEE PORT AND RAIL,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=5792f6ca-6067-e511-b4b8-005056ba00ab,2023-02-17
2010/5500,Oakajee Rail Development,Under review,2011-06-17,2035-12-31,OAKAJEE PORT AND RAIL,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=5792f6ca-6067-e511-b4b8-005056ba00ab,2023-02-17
2010/5634,Peculiar Knob Iron Ore Project,Under review,2011-06-09,2026-12-31,SOUTHERN IRON PTY LTD,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=9092f6ca-6067-e511-b4b8-005056ba00ab,2023-02-17
2010/5634,Peculiar Knob Iron Ore Project,Under review,2011-06-09,2026-12-31,SOUTHERN IRON PTY LTD,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=9092f6ca-6067-e511-b4b8-005056ba00ab,2023-02-17
