EPBC Number,Project,Offset Name,Project Approval Date,Project Approval Expiry Date,Approval Holder,Url,Scraped
2015/7538,Bauxite Hill Mining and Barging Project,Under review,2017-06-23,2041-09-01,Metro Mining,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=49112fb5-2653-ec11-80cf-00505684c137,2023-02-17
2016/7684,"Residential subdivision Lot 1 DP 588912 1-41 Marsh Road, Silverdale, NSW",Under review,2017-06-14,2027-03-31,Simba Developments Pty Ltd,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=7852ed66-13ac-e911-9566-005056842ad1,2023-02-17
2015/7477,"Sly's sandstone quarry expansion, Mororo, NSW",Under review,2017-05-29,2027-12-31,NEWMAN QUARRYING PTY LTD,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=3413f47e-39ac-e911-ad32-00505684324c,2023-02-17
2016/7700,"Development of a new facility for the ANU College of Arts and Social Sciences, ANU Action Campus, ACT",Under review,2017-05-05,2027-06-30,Australian National University,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=e7341bbf-0975-ed11-81ac-00224818abd2,2023-02-17
2016/7681,"New Intercity Fleet Maintenance Facility Kangy Angy, NSW",Under review,2017-05-05,2050-12-31,Transport for NSW,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=d26ba028-e1a9-ea11-8a09-00505684324c,2023-02-17
2016/7788,Goonyella Riverside Mine to South Walker Creek Mine Dragline Move,Under review,2017-05-02,2038-07-01,BHP Billiton Mitsui Coal Pty Ltd,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=18e22ef8-25e0-ea11-942e-00505684324c,2023-02-17
2016/7636,"South Wambo underground coal mine extension, NSW",Under review,2017-04-30,2037-03-01,WAMBO COAL PTY LIMITED,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=a1b4f87a-de66-ed11-9561-00224818a727,2023-02-17
2016/7636,"South Wambo underground coal mine extension, NSW",Under review,2017-04-30,2037-03-01,WAMBO COAL PTY LIMITED,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=a1b4f87a-de66-ed11-9561-00224818a727,2023-02-17
2011/6206,Crudine Ridge Wind Farm,Under review,2017-04-04,2052-02-28,CRWF Nominees Pty Ltd,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=5e4a8732-086d-ec11-80d3-00505684c563,2023-02-17
2015/7561,"Alkimos city centre and central development, WA",Under review,2017-03-30,2037-12-31,Lendlease Communities (Australia) Pty Ltd,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=65522e50-11a9-ec11-80d6-00505684c563,2023-02-17
