EPBC Number,Project,Offset Name,Project Approval Date,Project Approval Expiry Date,Approval Holder,Url,Scraped
2009/5159,Blackman Rivulet Dam at Bangor Farm,Under review,2010-01-07,2020-01-01,MATT DUNBABIN,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=9c91f6ca-6067-e511-b4b8-005056ba00ab,2023-02-17
2007/3809,Koolanooka/Blue Hills Iron Ore Mining Project,Under review,2010-01-04,2050-12-31,MIDWEST CORPORATION LIMITED,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=3b94f6ca-6067-e511-b4b8-005056ba00ab,2023-02-17
2008/4128,Mortlake Wind Farm,Under review,2009-12-23,2059-11-15,ACCIONA ENERGY,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=a6427f22-e3dd-e611-bdfe-005056ba00a8,2023-02-17
2009/4856,Upgrade and realignment of a 5km long section of the Western Highway,Under review,2009-12-15,2019-12-31,VicRoads,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=2191f6ca-6067-e511-b4b8-005056ba00ab,2023-02-17
2009/5061,Hume Highway Upgrade - proposed 9km upgrade Woomargama bypass,Under review,2009-12-14,2024-12-14,NSW Roads and Maritime Services,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=5f91f6ca-6067-e511-b4b8-005056ba00ab,2023-02-17
2009/5062,Hume Highway Upgrade - proposed 7km upgrade Tarcutta bypass,Under review,2009-12-14,2024-12-14,ROADS AND TRAFFIC AUTHORITY OF NSW,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=6191f6ca-6067-e511-b4b8-005056ba00ab,2023-02-17
2008/4418,Develop an Open Cut Coal Mine at Daunia,Under review,2009-12-11,2031-12-31,BM ALLIANCE COAL OPERATIONS PTY LIMITED,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=9b90f6ca-6067-e511-b4b8-005056ba00ab,2023-02-17
2008/4418,Develop an Open Cut Coal Mine at Daunia,Under review,2009-12-11,2031-12-31,BM ALLIANCE COAL OPERATIONS PTY LIMITED,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=9b90f6ca-6067-e511-b4b8-005056ba00ab,2023-02-17
2009/5155,Urban Residential Development at Lot 9049 Marmoin Avenue,Under review,2009-12-08,2020-12-31,SATTERLEY PROPERTY GROUP PTY LTD,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=8d91f6ca-6067-e511-b4b8-005056ba00ab,2023-02-17
2009/5155,Urban Residential Development at Lot 9049 Marmoin Avenue,Under review,2009-12-08,2020-12-31,SATTERLEY PROPERTY GROUP PTY LTD,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=8d91f6ca-6067-e511-b4b8-005056ba00ab,2023-02-17
