EPBC Number,Project,Offset Name,Project Approval Date,Project Approval Expiry Date,Approval Holder,Url,Scraped
2021/9033,Queensland Pacific Metals - Townsville Energy Chemicals Hub TECH Project,Under review,2022-11-02,2062-10-03,QPM TECH PROJECT PTY LTD,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=48133276-3666-ed11-9561-00224818a3ef,2023-02-17
2018/8341,"Greater Paraburdoo Iron Ore Hub, WA",Under review,2022-10-28,2074-12-31,HAMERSLEY IRON PTY. LIMITED,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=c466ed08-fd66-ed11-9561-00224818a6aa,2023-02-17
2018/8341,"Greater Paraburdoo Iron Ore Hub, WA",Under review,2022-10-28,2074-12-31,HAMERSLEY IRON PTY. LIMITED,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=c466ed08-fd66-ed11-9561-00224818a6aa,2023-02-17
2018/8363,"Snowy 2.0 transmission connection project, NSW",Under review,2022-10-21,2140-12-31,NSW Electricity Networks Operations Pty Limited,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=e44db5b4-fb66-ed11-9561-00224818a6aa,2023-02-17
2021/9060,Powerlink Queensland Genex Kidston Connection Project,Under review,2022-10-10,2085-12-31,QUEENSLAND ELECTRICITY TRANSMISSION CORPORATION LIMITED (Powerlink Queensland),https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=ddf18ae1-d666-ed11-9561-00224818a6aa,2023-02-17
2021/9060,Powerlink Queensland Genex Kidston Connection Project,Under review,2022-10-10,2085-12-31,QUEENSLAND ELECTRICITY TRANSMISSION CORPORATION LIMITED (Powerlink Queensland),https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=ddf18ae1-d666-ed11-9561-00224818a6aa,2023-02-17
2018/8348,"Sport and recreational facility, 151C Green Gully Road, Keilor Downs, Vic",Under review,2022-10-07,2042-07-30,BRIMBANK CITY COUNCIL,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=056d2d5a-fc66-ed11-9561-00224818a6aa,2023-02-17
2021/8885,Sanjiv Ridge Project - Stage 2,Under review,2022-10-05,2039-08-31,Atlas Iron Pty Ltd,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=6597558d-dd66-ed11-9561-00224818a727,2023-02-17
2020/8773,Aldoga Solar Farm Project,Under review,2022-09-27,2080-12-31,Acciona Energy Australia Global Pty Lt,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=d3164e72-ed66-ed11-9561-00224818a6aa,2023-02-17
2020/8721,Inland Rail- Beveridge to Albury excluding Glenrowan,Under review,2022-09-26,2040-06-30,Australian Rail Track Corporation Limited,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=fd1fb4ae-f366-ed11-9561-00224818a6aa,2023-02-17
