EPBC Number,Project,Offset Name,Project Approval Date,Project Approval Expiry Date,Approval Holder,Url,Scraped
2014/7206,"Flagstone West Urban Development Project, QLD",Under review,2014-10-30,2035-12-31,PEET FLAGSTONE CITY PTY LTD,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=d808f383-5a52-ec11-80d2-00505684c563,2023-02-17
2013/6913,"Commercial & residential development, 225 & 285 Donnybrook Rd, Mickleham, Vic",Under review,2014-10-29,2024-12-31,AMP CAPITAL INVESTORS LTD,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=8dd49743-e48d-eb11-80c3-00505684c137,2023-02-17
2012/6377,Bowen Gas Project,Under review,2014-10-27,2075-12-31,Arrow Energy Pty Ltd,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=65e6c4a5-2753-ec11-80cf-00505684c137,2023-02-17
2013/6987,University of Canberra Public Hospital,Under review,2014-10-17,2030-09-30,ACT Health Directorate,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=8b94f6ca-6067-e511-b4b8-005056ba00ab,2023-02-17
2013/6837,Expansion of the Methanol Plant at 171-181 Fitzgerald Road,Under review,2014-10-14,2044-06-30,COOGEE ENERGY PTY LTD,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=5838b04e-a841-e611-bc6a-005056ba00a7,2023-02-17
2012/6459,"Arrow Bowen Pipeline (CSG), QLD",Under review,2014-10-02,2058-12-31,Arrow Energy Pty Ltd,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=3146bc65-2853-ec11-80cf-00505684c137,2023-02-17
2012/6459,"Arrow Bowen Pipeline (CSG), QLD",Under review,2014-10-02,2058-12-31,Arrow Energy Pty Ltd,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=3146bc65-2853-ec11-80cf-00505684c137,2023-02-17
2010/5778,Develop the Byerwen Coal Mine,Under review,2014-10-02,2044-10-01,BYERWEN COAL PTY LTD,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=28b5b98e-84e1-e811-b86c-005056ba00a7,2023-02-17
2013/6751,Clearing of vegetation for the Gainsborough Greens residential subdivision,Under review,2014-09-18,2029-09-19,MIRVAC PACIFIC PTY LTD,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=b795f6ca-6067-e511-b4b8-005056ba00ab,2023-02-17
2012/6447,"Atlas-Campaspe Mineral Sands Project, NSW",Under review,2014-09-04,2064-08-31,Bemax,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=6d95f6ca-6067-e511-b4b8-005056ba00ab,2023-02-17
