EPBC Number,Project,Offset Name,Project Approval Date,Project Approval Expiry Date,Approval Holder,Url,Scraped
2013/7042,"Perth-Darwin National Highway alignment (Swan Valley Section), WA",Under review,2016-12-02,2041-12-31,Main Roads Western Australia,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=451d7bb0-b0a5-ec11-80d5-00505684c563,2023-02-14
2013/6904,"Clearing of vegetation to expand the waste rock dump at Greenbushes, WA",Under review,2016-11-15,2037-12-31,TALISON LITHIUM AUSTRALIA PTY LTD,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=e58e010e-29c9-e911-8be7-00505684324c,2023-02-14
2015/7536,"York Merredin Road widening and upgrade, Shire of Quairading, WA",Under review,2016-11-15,2031-07-30,MAIN ROADS WA,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=69982111-d1b4-e911-ad32-00505684324c,2023-02-14
2015/7495,"Pilbara Iron Ore Project - Stage 2, Shire of Ashburton, Pilbara Region, WA",Under review,2016-11-15,2037-12-31,PIOP Mine Co NL,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=67311c3e-2653-ec11-80cf-00505684c137,2023-02-14
2015/7495,"Pilbara Iron Ore Project - Stage 2, Shire of Ashburton, Pilbara Region, WA",Under review,2016-11-15,2037-12-31,PIOP Mine Co NL,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=67311c3e-2653-ec11-80cf-00505684c137,2023-02-14
2014/7391,"Construction and Operation of Western Sydney Airport, Badgerys Creek, NSW",Under review,2016-11-10,2016-11-10,Department of Infrastructure and Regional Development,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=70388f1d-3bd5-e911-8be7-00505684324c,2023-02-14
2014/7391,"Construction and Operation of Western Sydney Airport, Badgerys Creek, NSW",Under review,2016-11-10,2016-11-10,Department of Infrastructure and Regional Development,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=70388f1d-3bd5-e911-8be7-00505684324c,2023-02-14
2014/7263,"Pakenham East Stabling & Maintenance Depot, Pakenham, VIC",Under review,2016-11-08,2031-11-01,Public Transport Victoria,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=1f385895-0840-e711-998c-005056ba00a8,2023-02-14
2015/7508,"Curragh Extension Project, Blackwater, QLD",Under review,2016-11-02,2046-11-30,Wesfarmers Curragh Pty Ltd,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=d32b5381-2653-ec11-80cf-00505684c137,2023-02-14
2014/7190,"Nambucca Crescent residential subdivision Pimpama, QLD",Under review,2016-10-25,2026-08-01,GTH Resorts No 15 Pty Ltd (ACN 635 466 698) as trustee for the GTH Resorts No 15 Unit Trust,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=793599ad-58cd-ea11-97dc-00505684324c,2023-02-14
