EPBC Number,Project,Offset Name,Project Approval Date,Project Approval Expiry Date,Approval Holder,Url,Scraped
2011/6194,Abbot Point Coal Terminal 0,Under review,2013-12-10,2058-11-30,North Queensland Export Terminal Pty Ltd,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=1d95f6ca-6067-e511-b4b8-005056ba00ab,2023-02-14
2011/6213,"Abbot Point Terminal 0, 2 & 3 Capital Dredging",Under review,2013-12-10,2020-06-30,NORTH QUEENSLAND BULK PORTS CORPORATION LIMITED,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=3195f6ca-6067-e511-b4b8-005056ba00ab,2023-02-14
2010/5316,Expansion of the Cultana Training Area,Under review,2013-12-05,2114-12-31,Department of Defence,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=e591f6ca-6067-e511-b4b8-005056ba00ab,2023-02-14
2012/6418,"Residential Development, Block 9 Section 64, Watson, and extension of Negus Crescent, ACT",Under review,2013-11-29,2033-11-30,LAND DEVELOPMENT AGENCY,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=5c95f6ca-6067-e511-b4b8-005056ba00ab,2023-02-14
2012/6605,Katherine to Gove Gas Pipeline Project,Under review,2013-11-29,2043-12-31,ALCAN GOVE PTY LTD,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=8f95f6ca-6067-e511-b4b8-005056ba00ab,2023-02-14
2010/5707,Urquhart Point mineral sands project,Under review,2013-11-27,2043-11-26,Victorian Ferries Pty Ltd,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=b792f6ca-6067-e511-b4b8-005056ba00ab,2023-02-14
2010/5707,Urquhart Point mineral sands project,Under review,2013-11-27,2043-11-26,Victorian Ferries Pty Ltd,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=b792f6ca-6067-e511-b4b8-005056ba00ab,2023-02-14
2011/5968,Newlands Coal Extension Project,Under review,2013-11-26,2045-01-01,XSTRATA COAL QUEENSLAND PTY LTD,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=5293f6ca-6067-e511-b4b8-005056ba00ab,2023-02-14
2011/5968,Newlands Coal Extension Project,Under review,2013-11-26,2045-01-01,XSTRATA COAL QUEENSLAND PTY LTD,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=5293f6ca-6067-e511-b4b8-005056ba00ab,2023-02-14
2013/6732,Reconstruction of the Blackjack Creek Riparian Corridor/Channel,Under review,2013-11-22,2023-12-31,Gunnedah Shire Council,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=b395f6ca-6067-e511-b4b8-005056ba00ab,2023-02-14
