EPBC Number,Project,Offset Name,Project Approval Date,Project Approval Expiry Date,Approval Holder,Url,Scraped
2010/5520,MacGregor West 2 Estate,Under review,2010-09-08,2020-08-31,CANBERRA ESTATES CONSORTIUM NO. 22 PTY LTD,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=5f92f6ca-6067-e511-b4b8-005056ba00ab,2023-02-14
2010/5520,MacGregor West 2 Estate,Under review,2010-09-08,2020-08-31,CANBERRA ESTATES CONSORTIUM NO. 22 PTY LTD,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=5f92f6ca-6067-e511-b4b8-005056ba00ab,2023-02-14
2010/5380,Melbourne Geelong Interconnection Pipeline Project,Under review,2010-09-07,2020-12-31,BARWON WATER,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=0692f6ca-6067-e511-b4b8-005056ba00ab,2023-02-14
2008/4361,"Multi-Modal Transport Corridor - construction of arterial road and railway, upg",Under review,2010-09-01,2040-09-01,Qld Department of Main Roads (North Coast-Hinterland District),https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=8290f6ca-6067-e511-b4b8-005056ba00ab,2023-02-14
2009/5187,Recreation Fields and Ancillary Sporting Facilities for Emmaus College,Under review,2010-08-30,2039-06-30,THE CORPORATION OF THE TRUSTEES OF THE ROMAN CATHOLIC ARCHDIOCESE OF BRISBANE,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=b691f6ca-6067-e511-b4b8-005056ba00ab,2023-02-14
2010/5501,Kings Highway Deviation,Under review,2010-08-25,2030-08-25,ACT PROCUREMENT SOLUTIONS,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=5992f6ca-6067-e511-b4b8-005056ba00ab,2023-02-14
2009/4917,Duckhole Rivulet Dam,Under review,2010-08-11,2020-09-01,Tasmanian Water and Sewerage Corporation (Southern Region),https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=3891f6ca-6067-e511-b4b8-005056ba00ab,2023-02-14
2009/5107,Phil's Creek Iron Ore Project,Under review,2010-07-23,2020-07-31,PROCESS MINERALS INTERNATIONAL,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=6b91f6ca-6067-e511-b4b8-005056ba00ab,2023-02-14
2009/4789,"Lot 505 Hungerford Avenue, Halls Head, WA Residential Development",Under review,2010-07-16,2035-07-16,CAPE BOUVARD DEVELOPMENTS,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=0f91f6ca-6067-e511-b4b8-005056ba00ab,2023-02-14
2009/4789,"Lot 505 Hungerford Avenue, Halls Head, WA Residential Development",Under review,2010-07-16,2035-07-16,CAPE BOUVARD DEVELOPMENTS,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=0f91f6ca-6067-e511-b4b8-005056ba00ab,2023-02-14
