EPBC Number,Project,Offset Name,Project Approval Date,Project Approval Expiry Date,Approval Holder,Url,Scraped
2016/7744,"Subdivision of Lot 1 DP106143, 327-335 Burley Road, Horsley Park, NSW",Under review,2017-11-08,2047-09-30,CSR Building Products Limited,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=7b43f3f1-f0ac-e911-9566-005056842ad1,2023-02-14
2012/6274,"313-316 Mimminup Road, Dalyellup",Under review,2017-10-17,2038-12-31,COLIN PIACENTINI,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=06649569-69a6-ec11-80d2-00505684c137,2023-02-14
2012/6274,"313-316 Mimminup Road, Dalyellup",Under review,2017-10-17,2038-12-31,COLIN PIACENTINI,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=06649569-69a6-ec11-80d2-00505684c137,2023-02-14
2015/7513,"ECCO Ripley Residential Development, Ipswich, QLD",Under review,2017-10-16,2047-07-31,Bcove 4 Pty Ltd and Ripley Town Holdings Pty Ltd,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=8a9e45ae-04d6-ea11-a87e-005056842ad1,2023-02-14
2015/7476,"Residential subdivision, 196 Robertson Road, Mudgee, NSW",Under review,2017-09-22,2037-12-31,Stiks Land Pty Ltd,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=6376f7ba-dca9-ea11-8a09-00505684324c,2023-02-14
2015/7486,"Industrial Precinct Development, Ravenhall, Vic",Under review,2017-09-14,2030-07-31,Dexus Wholesale Management Limited,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=66abec35-588b-eb11-80c3-00505684c137,2023-02-14
2015/7486,"Industrial Precinct Development, Ravenhall, Vic",Under review,2017-09-14,2030-07-31,Dexus Wholesale Management Limited,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=66abec35-588b-eb11-80c3-00505684c137,2023-02-14
2017/7860,"Industrial development, 489-555 Robinsons Road, Truganina, Vic",Under review,2017-09-14,2022-08-24,Marksx Group Pty Ltd,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=2ce93f02-6d52-ec11-80d2-00505684c563,2023-02-14
2017/7860,"Industrial development, 489-555 Robinsons Road, Truganina, Vic",Under review,2017-09-14,2022-08-24,Marksx Group Pty Ltd,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=2ce93f02-6d52-ec11-80d2-00505684c563,2023-02-14
2016/7839,"Petrie Mill redevelopment project, Qld",Under review,2017-09-06,2047-06-30,Moreton Bay Regional Council,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=5b48b599-94da-ea11-a87e-005056842ad1,2023-02-14
