EPBC Number,Project,Offset Name,Project Approval Date,Project Approval Expiry Date,Approval Holder,Url,Scraped
2015/7521,"Marulan South limestone mine continued operations, NSW",Under review,2021-10-07,2071-08-31,Boral Cement Limited,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=0c026af5-835c-ec11-80cf-00505684c137,2023-02-14
2020/8717,Shark Bay Resources Dredging,Under review,2021-10-06,2036-09-01,Shark Bay Resources,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=aa5b280d-f466-ed11-9561-00224818a6aa,2023-02-14
2020/8833,Mitchell Freeway Principal Shared Path Gaps Project Ocean Reef Road to Hepburn Avenue,Under review,2021-10-05,2036-08-04,Main Roads Western Australia,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=2602fc67-ec66-ed11-9561-00224818a6aa,2023-02-14
2021/8926,"Kemps Creek Warehouse, Logistics and Industrial Facilities Hub",Under review,2021-10-05,2045-09-30,Altis Frasers JV Pty Ltd,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=ec372997-ef66-ed11-9561-00224818a6aa,2023-02-14
2018/8280,"Mangoola Coal Continued Operations Project, NSW",Under review,2021-10-01,2040-12-31,MANGOOLA COAL OPERATIONS PTY LIMITED,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=0afba1fe-3469-ed11-81ac-00224818aa41,2023-02-14
2017/7923,"Residential developmnt, Lots 11 and 74 Beenyup Road, Banjup, WA",Under review,2021-09-15,2050-12-31,The trustee for The Bellridge Trust,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=edece804-3569-ed11-81ac-00224818aa41,2023-02-14
2020/8801,"The Poplars, Jerrabomberra, NSW",Under review,2021-09-13,2060-12-31,Poplars Developments Pty Ltd,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=e285194d-3959-ec11-80d2-00505684c563,2023-02-14
2019/8516,"Residential Development, Collingwood Park, Ipswich, Qld",Under review,2021-09-06,2051-12-31,HB QLD Pty Ltd,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=2b6958c7-6026-ec11-80c9-00505684c137,2023-02-14
2020/8702,Russell Vale Colliery Revised Underground Expansion Project,Under review,2021-08-31,2067-12-31,Wollongong Coal Limited,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=f9952a50-f666-ed11-9561-00224818a6aa,2023-02-14
2019/8608,Tonkin Highway Extension – Thomas Road to South Western Highway,Under review,2021-08-18,2056-08-01,Main Roads Western Australia,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=672bdcbf-f766-ed11-9561-00224818a6aa,2023-02-14
