EPBC Number,Project,Offset Name,Project Approval Date,Project Approval Expiry Date,Approval Holder,Url,Scraped
2010/5636,Halls Head Shopping Centre stages 2 & 3 expansion,Under review,2011-01-17,2030-12-31,Federation Custodian Pty Ltd,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=9292f6ca-6067-e511-b4b8-005056ba00ab,2023-02-14
2010/5552,Dog Training Facility for Australian Customs Border Protection Service,Under review,2011-01-11,2031-01-31,Qanstruct (Aust) Pty Ltd,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=6b92f6ca-6067-e511-b4b8-005056ba00ab,2023-02-14
2010/5552,Dog Training Facility for Australian Customs Border Protection Service,Under review,2011-01-11,2031-01-31,Qanstruct (Aust) Pty Ltd,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=6b92f6ca-6067-e511-b4b8-005056ba00ab,2023-02-14
2007/3533,retirement units & aged care facility development,Under review,2011-01-06,2021-01-06,RAY VILLAGE AGED SERVICES INC,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=78e6fc67-d250-ec11-80cf-00505684c137,2023-02-14
2010/5396,Duralie Coal Extension Project,Under review,2010-12-22,2025-12-31,DURALIE COAL PTY LTD,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=1d92f6ca-6067-e511-b4b8-005056ba00ab,2023-02-14
2007/3333,Construction of new sporting field,Under review,2010-12-21,2035-12-31,BUNBURY CATHEDRAL GRAMMAR SCHOOL,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=fc2d044f-fbcd-e911-ae51-005056842ad1,2023-02-14
2006/2761,"Cairns Rainforest Resort, Douglas Track Road",Under review,2010-12-17,2060-11-30,Heavy Lex No. 116 pty ltd,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=8a60fec4-6067-e511-b4b8-005056ba00ab,2023-02-14
2009/5176,Development of Accommodation Cabins and Associated Facilities on Lot 9 on RP727,Under review,2010-12-14,2050-12-31,AMSAL PTY LTD,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=ac91f6ca-6067-e511-b4b8-005056ba00ab,2023-02-14
2009/5176,Development of Accommodation Cabins and Associated Facilities on Lot 9 on RP727,Under review,2010-12-14,2050-12-31,AMSAL PTY LTD,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=ac91f6ca-6067-e511-b4b8-005056ba00ab,2023-02-14
2010/5454,Warro Gas Project 3D Seismic Onshore Exploration Survey,Under review,2010-12-14,2012-04-30,LATENT PETROLEUM,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=2f92f6ca-6067-e511-b4b8-005056ba00ab,2023-02-14
