EPBC Number,Project,Offset Name,Project Approval Date,Project Approval Expiry Date,Approval Holder,Url,Scraped
2017/8041,"Residential development of Lot 105 Stock Road, Lakelands, WA",Under review,2019-12-03,2049-12-31,Lot 105 Lakelands Pty Ltd,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=101f841e-97b6-ea11-97dc-00505684324c,2023-02-14
2014/7388,"Cumner Road mixed use subdivision, Whiterock,Ripley Valley,Qld",Under review,2019-12-03,2045-01-01,Northrow (Qld) Pty Ltd,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=4470e5a9-c27b-eb11-80c2-00505684c137,2023-02-14
2018/8257,"Furlong Rd Aged Care Facility Extension, St Albans, VIC",Under review,2019-11-28,2039-11-30,FRONDITHA CARE,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=11de205d-2082-eb11-80c2-00505684c137,2023-02-14
2017/7952,"Oakdale West Estate commercial development, NSW",Under review,2019-11-25,2039-12-31,GOODMAN PROPERTY SERVICES (AUST) PTY LIMITED,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=67b34571-6e52-ec11-80d2-00505684c563,2023-02-14
2018/8318,"Residential development, 19 Tickle Drive, Thirlmere NSW",Under review,2019-11-22,2029-08-13,COMMON GROUND PROPERTY (NSW) PTY LTD,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=2bb14b93-9e77-ea11-962c-00505684324c,2023-02-14
2018/8206,"Greenbushes Lithium mine expansion, 80 km SE of Bunbury, WA",Under review,2019-11-14,2060-11-01,TALISON LITHIUM AUSTRALIA PTY LTD,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=30f790ec-b4b1-ea11-8a09-00505684324c,2023-02-14
2017/8119,"Muchea Industrial Precinct, Part of Lot 102 Great Northern Highway, Muchea, WA",Under review,2019-11-08,2049-12-31,SIRONA CAPITAL MANAGEMENT PTY LTD,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=9ed53c40-90b6-ea11-97dc-00505684324c,2023-02-14
2017/8078,"Six Mile Creek Dam Safety Upgrade Project, Qld",Under review,2019-11-07,2035-06-30,Queensland Bulk Water Supply authority,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=8a80cdf2-2f53-ec11-80cf-00505684c137,2023-02-14
2018/8381,"Lot 7 Borrow Pits, Aldoga Road, Gladstone, Qld",Under review,2019-10-31,2045-06-30,RTA Yarwun Pty Ltd,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=672b5f23-aee2-ea11-942e-00505684324c,2023-02-14
2018/8381,"Lot 7 Borrow Pits, Aldoga Road, Gladstone, Qld",Under review,2019-10-31,2045-06-30,RTA Yarwun Pty Ltd,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=672b5f23-aee2-ea11-942e-00505684324c,2023-02-14
