EPBC Number,Project,Offset Name,Project Approval Date,Project Approval Expiry Date,Approval Holder,Url,Scraped
2011/6176,Extension of an open cut coal mine,Under review,2016-01-29,2030-11-30,Glencore,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=dfb8dd05-36a4-e911-9566-005056842ad1,2023-02-17
2012/6568,"Princes Highway Duplication - Winchelsea to Colac, Vic",Under review,2016-01-11,2032-12-01,ROADS CORPORATION,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=7275f40d-4f52-ec11-80cf-00505684c137,2023-02-17
2014/7394,"Bruce Highway upgrade and realignment - Cooroy to Curra, QLD",Under review,2015-12-24,2025-11-13,DEPARTMENT OF TRANSPORT AND MAIN ROADS,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=37e2c994-2353-ec11-80cf-00505684c137,2023-02-17
2014/7394,"Bruce Highway upgrade and realignment - Cooroy to Curra, QLD",Under review,2015-12-24,2025-11-13,DEPARTMENT OF TRANSPORT AND MAIN ROADS,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=37e2c994-2353-ec11-80cf-00505684c137,2023-02-17
2014/7394,"Bruce Highway upgrade and realignment - Cooroy to Curra, QLD",Under review,2015-12-24,2025-11-13,DEPARTMENT OF TRANSPORT AND MAIN ROADS,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=37e2c994-2353-ec11-80cf-00505684c137,2023-02-17
2014/7266,"Gold Coast Airport Southern Development Area Expansion, Gold Coast, QLD",Under review,2015-12-24,2037-07-01,GOLD COAST AIRPORT PTY LTD,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=72a90e1d-a7b9-e511-9621-005056ba00a7,2023-02-17
2013/7057,"Spring Mountain mixed use master planned community development, Springfield, Qld",Under review,2015-12-23,2040-12-31,LEND LEASE COMMUNITIES SPRINGFIELD PTY LTD,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=c595a95b-7f43-ec11-80d1-00505684c563,2023-02-17
2013/7057,"Spring Mountain mixed use master planned community development, Springfield, Qld",Under review,2015-12-23,2040-12-31,LEND LEASE COMMUNITIES SPRINGFIELD PTY LTD,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=c595a95b-7f43-ec11-80d1-00505684c563,2023-02-17
2015/7420,"Balla Balla Rail and Conveyor Project, WA",Under review,2015-12-21,2050-12-04,FORGE RESOURCES SWAN PTY LTD,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=514cb184-6652-ec11-80cf-00505684c137,2023-02-17
2015/7467,"Abbot Point Growth Gateway Project, Qld",Under review,2015-12-21,2031-01-31,NORTH QUEENSLAND BULK PORTS CORPORATION LIMITED,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=c2fe7267-2453-ec11-80cf-00505684c137,2023-02-17
