EPBC Number,Project,Offset Name,Project Approval Date,Project Approval Expiry Date,Approval Holder,Url,Scraped
2016/7829,"Residential subdivision, Lot 2 DP1100181 Berkeley Road, Glenning Valley, NSW",Under review,2018-12-04,2028-12-31,GV Nominee No 1 Pty Ltd,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=f263e432-6c52-ec11-80d2-00505684c563,2023-02-17
2014/7400,"Bingara Gorge staged residential development, NSW",Under review,2018-12-03,2038-11-01,Metro Property Development,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=c7c5519e-96ab-ea11-8a09-00505684324c,2023-02-17
2014/7400,"Bingara Gorge staged residential development, NSW",Under review,2018-12-03,2038-11-01,Metro Property Development,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=c7c5519e-96ab-ea11-8a09-00505684324c,2023-02-17
2012/6538,"Cairns Shipping Development (Trinity Inlet) Project, QLD",Under review,2018-11-28,2028-09-30,Far North Queensland Ports Corporation Limited (t/a Ports North),https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=511467d2-2a53-ec11-80cf-00505684c137,2023-02-17
2017/8099,"Albemarle Lithium hydroxide manufacturing plant, Kemerton, WA",Under review,2018-11-26,2050-10-31,ALBEMARLE LITHIUM PTY LTD,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=d0d7b009-4ec6-ea11-97dc-00505684324c,2023-02-17
2017/8049,"Youth Justice Redevelopment Project, Cherry Creek, 10 kms south west of Werribee, VIC.",Under review,2018-11-20,2035-11-01,DEPARTMENT OF JUSTICE AND REGULATION,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=8322b83c-eb82-eb11-80c5-00505684c563,2023-02-17
2017/8049,"Youth Justice Redevelopment Project, Cherry Creek, 10 kms south west of Werribee, VIC.",Under review,2018-11-20,2035-11-01,DEPARTMENT OF JUSTICE AND REGULATION,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=8322b83c-eb82-eb11-80c5-00505684c563,2023-02-17
2017/8129,"Coppabella Wind Farm, 35 km west of Yass, NSW",Under review,2018-11-12,2050-11-30,COPPABELLA WIND FARM PTY LTD,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=d4b6945e-7052-ec11-80d2-00505684c563,2023-02-17
2017/8129,"Coppabella Wind Farm, 35 km west of Yass, NSW",Under review,2018-11-12,2050-11-30,COPPABELLA WIND FARM PTY LTD,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=d4b6945e-7052-ec11-80d2-00505684c563,2023-02-17
2017/8129,"Coppabella Wind Farm, 35 km west of Yass, NSW",Under review,2018-11-12,2050-11-30,COPPABELLA WIND FARM PTY LTD,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=d4b6945e-7052-ec11-80d2-00505684c563,2023-02-17
