EPBC Number,Project,Offset Name,Project Approval Date,Project Approval Expiry Date,Approval Holder,Url,Scraped
2012/6479,"Watergarden Town Centre Site at 399 Melton Highway, Taylor Lakes, VIC",Under review,2015-10-13,2025-12-30,WATERGARDEN PTY LTD,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=1e87a91f-423f-e611-be03-005056ba00a8,2023-03-04
2012/6479,"Watergarden Town Centre Site at 399 Melton Highway, Taylor Lakes, VIC",Under review,2015-10-13,2025-12-30,WATERGARDEN PTY LTD,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=1e87a91f-423f-e611-be03-005056ba00a8,2023-03-04
2013/6771,"Manzeene village residential/commercial subdivision and assoc infrastructure, VIC",Under review,2015-09-25,2040-07-21,DACLAND PTY LTD,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=5a8e259d-e48d-eb11-80c3-00505684c137,2023-03-04
2014/7309,"Tunney Passing Lanes, 30km S of Kojonup, WA",Under review,2015-08-31,2019-06-30,Main Roads Western Australia,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=d4c3744a-14c7-ea11-8731-005056842ad1,2023-03-04
2012/6625,Dubbo Zirconia Project,Under review,2015-08-24,2057-12-30,AUSTRALIAN ZIRCONIA LIMITED,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=f27aa677-7fa3-e911-820b-00505684324c,2023-03-04
2013/6865,"Red Hill Mining Project,20kms north of Moranbah, Qld",Under review,2015-08-13,2052-12-30,BM COAL ALLIANCE OPERATIONS PTY LTD,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=fe1b33bb-9a4d-ec11-80d2-00505684c563,2023-03-04
2013/6865,"Red Hill Mining Project,20kms north of Moranbah, Qld",Under review,2015-08-13,2052-12-30,BM COAL ALLIANCE OPERATIONS PTY LTD,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=fe1b33bb-9a4d-ec11-80d2-00505684c563,2023-03-04
2013/6865,"Red Hill Mining Project,20kms north of Moranbah, Qld",Under review,2015-08-13,2052-12-30,BM COAL ALLIANCE OPERATIONS PTY LTD,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=fe1b33bb-9a4d-ec11-80d2-00505684c563,2023-03-04
2013/6999,"Emerald Hills residential & commercial estate development, Camden Valley Way, Leppington, NSW",Under review,2015-08-03,2030-01-30,MACARTHUR DEVELOPMENTS PTY LTD,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=8f94f6ca-6067-e511-b4b8-005056ba00ab,2023-03-04
2013/6999,"Emerald Hills residential & commercial estate development, Camden Valley Way, Leppington, NSW",Under review,2015-08-03,2030-01-30,MACARTHUR DEVELOPMENTS PTY LTD,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=8f94f6ca-6067-e511-b4b8-005056ba00ab,2023-03-04
