EPBC Number,Project,Offset Name,Project Approval Date,Project Approval Expiry Date,Approval Holder,Url,Scraped
2012/6518,"Oxley Highway to Kempsey Pacific Highway Upgrade, NSW",Under review,2014-01-24,2063-12-31,ROADS AND MARITIME SERVICES,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=7d95f6ca-6067-e511-b4b8-005056ba00ab,2023-03-04
2012/6518,"Oxley Highway to Kempsey Pacific Highway Upgrade, NSW",Under review,2014-01-24,2063-12-31,ROADS AND MARITIME SERVICES,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=7d95f6ca-6067-e511-b4b8-005056ba00ab,2023-03-04
2010/5757,Extraction and processing of hard rock at Gold Coast Quarry,Under review,2014-01-23,2064-02-06,BORAL CONSTRUCTION MATERIALS,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=cd92f6ca-6067-e511-b4b8-005056ba00ab,2023-03-04
2013/6767,"Limestone extraction on Lot 8 Wattle Avenue, Nowergup",Under review,2014-01-14,2027-12-13,PMR QUARRIES PTY LTD T A WA LIMESTONE,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=4094f6ca-6067-e511-b4b8-005056ba00ab,2023-03-04
2013/6767,"Limestone extraction on Lot 8 Wattle Avenue, Nowergup",Under review,2014-01-14,2027-12-13,PMR QUARRIES PTY LTD T A WA LIMESTONE,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=4094f6ca-6067-e511-b4b8-005056ba00ab,2023-03-04
2006/2939,Construction of Marina Facility,Under review,2014-01-09,2054-01-24,SHUTE HARBOUR MARINA DEVELOPMENTS PTY LTD,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=9560fec4-6067-e511-b4b8-005056ba00ab,2023-03-04
2013/6879,"Waterloo Heavy Mineral Mining Project, Henty, WA",Under review,2013-12-23,2024-01-10,Doral Mineral Sands,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=5e94f6ca-6067-e511-b4b8-005056ba00ab,2023-03-04
2012/6556,"Diggers Rest Precinct Development, VIC",Under review,2013-12-20,2060-12-31,Investa Nominees (2) Pty Ltd ATF Diggers Rest Trust A,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=dbe16fed-e48d-eb11-80c3-00505684c137,2023-03-04
2009/4737,Establishment of Galilee Coal Mine and Associated Infrastructure,Under review,2013-12-19,2073-12-31,WARATAH COAL INCORPORATED,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=fc90f6ca-6067-e511-b4b8-005056ba00ab,2023-03-04
2009/4737,Establishment of Galilee Coal Mine and Associated Infrastructure,Under review,2013-12-19,2073-12-31,WARATAH COAL INCORPORATED,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=fc90f6ca-6067-e511-b4b8-005056ba00ab,2023-03-04
