EPBC Number,Project,Offset Name,Project Approval Date,Project Approval Expiry Date,Approval Holder,Url,Scraped
2007/3441,Tutunup South Mineral Sands Project,Under review,2009-09-25,2025-09-24,Iluka Resources Limited,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=f693f6ca-6067-e511-b4b8-005056ba00ab,2023-03-04
2007/3441,Tutunup South Mineral Sands Project,Under review,2009-09-25,2025-09-24,Iluka Resources Limited,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=f693f6ca-6067-e511-b4b8-005056ba00ab,2023-03-04
2007/3441,Tutunup South Mineral Sands Project,Under review,2009-09-25,2025-09-24,Iluka Resources Limited,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=f693f6ca-6067-e511-b4b8-005056ba00ab,2023-03-04
2008/4601,Urban development in accordance with the Local Structure Plan,Under review,2009-09-11,2034-09-11,LWP PROPERTY GROUP,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=cf90f6ca-6067-e511-b4b8-005056ba00ab,2023-03-04
2008/4601,Urban development in accordance with the Local Structure Plan,Under review,2009-09-11,2034-09-11,LWP PROPERTY GROUP,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=cf90f6ca-6067-e511-b4b8-005056ba00ab,2023-03-04
2008/4601,Urban development in accordance with the Local Structure Plan,Under review,2009-09-11,2034-09-11,LWP PROPERTY GROUP,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=cf90f6ca-6067-e511-b4b8-005056ba00ab,2023-03-04
2008/4161,Residential Development Craigieburn,Under review,2009-09-03,2020-09-15,STOCKLAND HIGHLANDS PTY LTD,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=6f03ba8b-4c3f-e711-b32b-005056ba00a7,2023-03-04
2009/4757,Brighton Bypass Southern Project - Upgrade of the Midland Highway,Under review,2009-08-28,2014-08-31,DEPARTMENT OF INFRASTRUCTURE ENERGY AND RESOURCES DIER,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=0591f6ca-6067-e511-b4b8-005056ba00ab,2023-03-04
2009/4757,Brighton Bypass Southern Project - Upgrade of the Midland Highway,Under review,2009-08-28,2014-08-31,DEPARTMENT OF INFRASTRUCTURE ENERGY AND RESOURCES DIER,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=0591f6ca-6067-e511-b4b8-005056ba00ab,2023-03-04
2009/4762,"Brighton Bypass, Northern Project",Under review,2009-08-28,2014-08-31,"Department of Infrastructure, Energy and Resources (DIER)",https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=0991f6ca-6067-e511-b4b8-005056ba00ab,2023-03-04
