EPBC Number,Project,Offset Name,Project Approval Date,Project Approval Expiry Date,Approval Holder,Url,Scraped
2017/7930,"Industrial Development of 165-195 O’Herns Road, Epping VIC",Under review,2018-09-24,2038-07-31,Alliance Business Park Pty Ltd,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=cefd6973-8635-e911-8a22-00505684324c,2023-03-04
2017/7930,"Industrial Development of 165-195 O’Herns Road, Epping VIC",Under review,2018-09-24,2038-07-31,Alliance Business Park Pty Ltd,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=cefd6973-8635-e911-8a22-00505684324c,2023-03-04
2012/6424,"Neerabup Industrial Estate, Lot 701 Flynn Drive Neerabup WA",Under review,2018-09-19,2033-06-29,WESTERN AUSTRALIAN LAND AUTHORITY TRADING AS LANDCORP,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=143018d9-4ac9-e911-8be7-00505684324c,2023-03-04
2017/7872,"Residential and commercial development on part 19 (Lot 6) Taronga Place, Eglinton, WA",Under review,2018-09-17,2028-12-30,Urban Quarter Pty Ltd,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=21a49037-9eb1-e911-9566-005056842ad1,2023-03-04
2016/7731,"Parkes to Narromine Section Inland Rail, NSW",Under review,2018-08-30,2038-08-29,Australian Rail Track Corporation Ltd,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=593bc0e8-6a52-ec11-80d2-00505684c563,2023-03-04
2017/8047,"Lakeland Wind Farm, far north Qld",Under review,2018-08-13,2055-08-29,LAKELAND WIND FARM PTY LTD,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=891d5c0b-2f53-ec11-80cf-00505684c137,2023-03-04
2016/7833,"Development of a subdivision, Lot 3 Rickards Road, Castlereagh, NSW",Under review,2018-08-12,2038-08-30,Eddy Hawach,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=8fe526ba-77a3-e911-820b-00505684324c,2023-03-04
2016/7833,"Development of a subdivision, Lot 3 Rickards Road, Castlereagh, NSW",Under review,2018-08-12,2038-08-30,Eddy Hawach,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=8fe526ba-77a3-e911-820b-00505684324c,2023-03-04
2015/7469,"Western Surat Gas Project, Surat Basin, Qld",Under review,2018-08-09,2068-06-29,SENEX ENERGY LIMITED,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=5621ff23-20dd-ea11-942e-00505684324c,2023-03-04
2016/7656,"Great Northern Highway Muchea to Wubin Upgrade Stage 2 - Muchea North, WA",Under review,2018-08-09,2070-12-30,Main Roads Western Australia,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=7d5b84e4-9cb1-e811-bae0-005056ba00a8,2023-03-04
