EPBC Number,Project,Offset Name,Project Approval Date,Project Approval Expiry Date,Approval Holder,Url,Scraped
2011/6210,Tarkine Forest Drive Road Upgrade,Under review,2013-03-27,2033-02-28,"Department of Infrastructure, Energy and Resources (DIER)",https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=2f95f6ca-6067-e511-b4b8-005056ba00ab,2023-03-04
2011/6210,Tarkine Forest Drive Road Upgrade,Under review,2013-03-27,2033-02-28,"Department of Infrastructure, Energy and Resources (DIER)",https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=2f95f6ca-6067-e511-b4b8-005056ba00ab,2023-03-04
2011/6210,Tarkine Forest Drive Road Upgrade,Under review,2013-03-27,2033-02-28,"Department of Infrastructure, Energy and Resources (DIER)",https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=2f95f6ca-6067-e511-b4b8-005056ba00ab,2023-03-04
2011/6210,Tarkine Forest Drive Road Upgrade,Under review,2013-03-27,2033-02-28,"Department of Infrastructure, Energy and Resources (DIER)",https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=2f95f6ca-6067-e511-b4b8-005056ba00ab,2023-03-04
2011/6210,Tarkine Forest Drive Road Upgrade,Under review,2013-03-27,2033-02-28,"Department of Infrastructure, Energy and Resources (DIER)",https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=2f95f6ca-6067-e511-b4b8-005056ba00ab,2023-03-04
2011/5923,Tarrawonga Coal Project,Under review,2013-03-11,2053-12-31,TARRAWONGA COAL PTY LTD,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=4393f6ca-6067-e511-b4b8-005056ba00ab,2023-03-04
2010/5521,Tourism & Marina Development,Under review,2013-03-05,2049-04-10,GKI RESORT PTY LTD,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=6392f6ca-6067-e511-b4b8-005056ba00ab,2023-03-04
2010/5521,Tourism & Marina Development,Under review,2013-03-05,2049-04-10,GKI RESORT PTY LTD,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=6392f6ca-6067-e511-b4b8-005056ba00ab,2023-03-04
2006/2834,"Capecare, urban and commercial new development, Aged Care - Naturaliste Terrace, Dunsborough, WA",Under review,2013-02-25,2030-06-29,CAPECARE,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=9160fec4-6067-e511-b4b8-005056ba00ab,2023-03-04
2006/2834,"Capecare, urban and commercial new development, Aged Care - Naturaliste Terrace, Dunsborough, WA",Under review,2013-02-25,2030-06-29,CAPECARE,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=9160fec4-6067-e511-b4b8-005056ba00ab,2023-03-04
