EPBC Number,Project,Offset Name,Project Approval Date,Project Approval Expiry Date,Approval Holder,Url,Scraped
2016/7640,"Hunter Valley Coal Mining Operations North - State approved mining, NSW",Under review,2016-10-09,2030-12-30,HV Operations Pty Ltd,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=59a5a4f3-ce0a-e811-92a8-005056ba00a8,2023-03-04
2016/7640,"Hunter Valley Coal Mining Operations North - State approved mining, NSW",Under review,2016-10-09,2030-12-30,HV Operations Pty Ltd,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=59a5a4f3-ce0a-e811-92a8-005056ba00a8,2023-03-04
2016/7640,"Hunter Valley Coal Mining Operations North - State approved mining, NSW",Under review,2016-10-09,2030-12-30,HV Operations Pty Ltd,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=59a5a4f3-ce0a-e811-92a8-005056ba00a8,2023-03-04
2015/7473,"Warehouse construction and road widening 74-94 Centre Road, Hallam",Under review,2016-10-05,2031-07-31,MR CHRIS CHADWICK TRUSTEE FOR THE CHADWICK FAMILY TRUST,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=e0d22e8f-588b-eb11-80c3-00505684c137,2023-03-04
2013/7028,"Expansion of existing sand quarry operation, north of Windsor, NSW",Under review,2016-10-03,2045-12-30,HY-TEC INDUSTRIES PTY LIMITED,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=c1d22c1b-5652-ec11-80cf-00505684c137,2023-03-04
2011/6086,Moorebank Intermodal Terminal Project,Under review,2016-09-26,2035-08-30,Qube RE Services (No. 2) Pty Ltd,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=3c73bf49-4354-ea11-b0a8-00505684324c,2023-03-04
2014/7240,"Hail Creek coal mine extension transition project, Bowen Basin, Qld",Under review,2016-09-22,2056-04-05,Hail Creek Coal Pty Ltd,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=48476a8c-3385-e611-ada0-005056ba00a7,2023-03-04
2014/7305,"Skardon River Bauxite Mining Project, Weipa, QLD",Under review,2016-09-20,2041-08-31,GULF ALUMINA PTY LTD,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=3addf7b5-6c80-e611-bd5b-005056ba00a8,2023-03-04
2014/7306,"Springview Village One, Springfield, Ipswich City, QLD",Under review,2016-09-13,2041-09-29,Stockland Development Pty Limited,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=14a7830b-bacf-ea11-a87e-005056842ad1,2023-03-04
2015/7528,"Epping Branch sewer Stage 4B, Victoria",Under review,2016-09-07,2021-12-30,YARRA VALLEY WATER,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=f7ec9dcb-6652-ec11-80cf-00505684c137,2023-03-04
