EPBC Number,Project,Offset Name,Project Approval Date,Project Approval Expiry Date,Approval Holder,Url,Scraped
2010/5396,Duralie Coal Extension Project,Under review,2010-12-22,2025-12-30,DURALIE COAL PTY LTD,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=1d92f6ca-6067-e511-b4b8-005056ba00ab,2023-03-04
2007/3333,Construction of new sporting field,Under review,2010-12-21,2035-12-30,BUNBURY CATHEDRAL GRAMMAR SCHOOL,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=fc2d044f-fbcd-e911-ae51-005056842ad1,2023-03-04
2006/2761,"Cairns Rainforest Resort, Douglas Track Road",Under review,2010-12-17,2060-11-30,Heavy Lex No. 116 pty ltd,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=8a60fec4-6067-e511-b4b8-005056ba00ab,2023-03-04
2009/5176,Development of Accommodation Cabins and Associated Facilities on Lot 9 on RP727,Under review,2010-12-14,2050-12-31,AMSAL PTY LTD,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=ac91f6ca-6067-e511-b4b8-005056ba00ab,2023-03-04
2009/5176,Development of Accommodation Cabins and Associated Facilities on Lot 9 on RP727,Under review,2010-12-14,2050-12-31,AMSAL PTY LTD,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=ac91f6ca-6067-e511-b4b8-005056ba00ab,2023-03-04
2010/5454,Warro Gas Project 3D Seismic Onshore Exploration Survey,Under review,2010-12-14,2012-04-30,LATENT PETROLEUM,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=3192f6ca-6067-e511-b4b8-005056ba00ab,2023-03-04
2010/5454,Warro Gas Project 3D Seismic Onshore Exploration Survey,Under review,2010-12-14,2012-04-30,LATENT PETROLEUM,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=3192f6ca-6067-e511-b4b8-005056ba00ab,2023-03-04
2008/4270,"Tropicana Gold Project-Develop open cut gold mine, and associated infrastructure",Under review,2010-12-13,2040-12-31,AngloGold Ashanti Australia Limited and AFB Resources Pty Ltd,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=4a8fd91a-e4dd-e611-bdfe-005056ba00a8,2023-03-04
2009/5252,Continued Mining Operations and Construction of Associated Infrastructure,Under review,2010-11-30,2031-09-30,ULAN COAL MINES LIMITED,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=d191f6ca-6067-e511-b4b8-005056ba00ab,2023-03-04
2009/5252,Continued Mining Operations and Construction of Associated Infrastructure,Under review,2010-11-30,2031-09-30,ULAN COAL MINES LIMITED,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=d191f6ca-6067-e511-b4b8-005056ba00ab,2023-03-04
