EPBC Number,Project,Offset Name,Project Approval Date,Project Approval Expiry Date,Approval Holder,Url,Scraped
2005/2039,Minerva coal mine - out-of pit spoil dumps,Under review,2005-12-19,2020-12-31,SANDHURST MINING PTY LTD,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=18f6c29a-bd92-ec11-80d5-00505684c563,2023-02-16
2002/903,West Mine Development,Under review,2005-12-02,2061-12-31,HAZELWOOD POWER,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=2d60fec4-6067-e511-b4b8-005056ba00ab,2023-02-16
2004/1820,"Industrial Development, Burns Road",Under review,2005-10-28,2010-10-31,MULTIPLEX DEVELOPMENT NO 8 PTY LTD,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=6e93f6ca-6067-e511-b4b8-005056ba00ab,2023-02-16
2004/1820,"Industrial Development, Burns Road",Under review,2005-10-28,2010-10-31,MULTIPLEX DEVELOPMENT NO 8 PTY LTD,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=6e93f6ca-6067-e511-b4b8-005056ba00ab,2023-02-16
2002/683,Musselroe Wind Farm,Under review,2005-10-19,2055-09-30,Hydro Tasmania,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=2060fec4-6067-e511-b4b8-005056ba00ab,2023-02-16
2003/1167,Open-Cut Coal Mine,Under review,2005-09-29,2025-12-31,CLERMONT COAL OPERATIONS PTY LTD,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=3d60fec4-6067-e511-b4b8-005056ba00ab,2023-02-16
2003/1167,Open-Cut Coal Mine,Under review,2005-09-29,2025-12-31,CLERMONT COAL OPERATIONS PTY LTD,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=3d60fec4-6067-e511-b4b8-005056ba00ab,2023-02-16
2002/846,Three Turning Pockets West of Busselton Townsite,Under review,2005-09-14,2010-09-30,Main Roads Western Australia,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=5c7efc87-dadd-e611-9a9c-005056ba00a7,2023-02-16
2002/862,Boral Quarry Extension,Under review,2005-05-25,2080-12-31,BORAN RESOURCES VIC PTY LTD,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=2b60fec4-6067-e511-b4b8-005056ba00ab,2023-02-16
2003/974,Carshalton Mine Expansion,Under review,2004-12-06,2039-12-06,BENDIGO MINING NL,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=4960fec4-6067-e511-b4b8-005056ba00ab,2023-02-16
