EPBC Number,Project,Offset Name,Project Approval Date,Project Approval Expiry Date,Approval Holder,Url,Scraped
2008/4025,Tourism Villa Facility Development,Under review,2008-07-21,2015-12-31,IBEX CAPITAL PTY LTD,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=e060fec4-6067-e511-b4b8-005056ba00ab,2023-02-16
2004/1447,Norwich Park Coal Mine - Development of East Pit,Under review,2008-07-18,2038-12-31,BHP BILLITON MITSUBISHI ALLIANCE,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=5a60fec4-6067-e511-b4b8-005056ba00ab,2023-02-16
2008/3970,Construction of Fiona Stanley Hospital,Under review,2008-07-07,2015-12-31,DEPARTMENT OF HOUSING AND WORKS,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=d860fec4-6067-e511-b4b8-005056ba00ab,2023-02-16
2008/3970,Construction of Fiona Stanley Hospital,Under review,2008-07-07,2015-12-31,DEPARTMENT OF HOUSING AND WORKS,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=d860fec4-6067-e511-b4b8-005056ba00ab,2023-02-16
2008/3970,Construction of Fiona Stanley Hospital,Under review,2008-07-07,2015-12-31,DEPARTMENT OF HOUSING AND WORKS,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=d860fec4-6067-e511-b4b8-005056ba00ab,2023-02-16
2008/3970,Construction of Fiona Stanley Hospital,Under review,2008-07-07,2015-12-31,DEPARTMENT OF HOUSING AND WORKS,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=d860fec4-6067-e511-b4b8-005056ba00ab,2023-02-16
2008/3970,Construction of Fiona Stanley Hospital,Under review,2008-07-07,2015-12-31,DEPARTMENT OF HOUSING AND WORKS,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=d860fec4-6067-e511-b4b8-005056ba00ab,2023-02-16
2008/3970,Construction of Fiona Stanley Hospital,Under review,2008-07-07,2015-12-31,DEPARTMENT OF HOUSING AND WORKS,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=d860fec4-6067-e511-b4b8-005056ba00ab,2023-02-16
2008/3970,Construction of Fiona Stanley Hospital,Under review,2008-07-07,2015-12-31,DEPARTMENT OF HOUSING AND WORKS,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=d860fec4-6067-e511-b4b8-005056ba00ab,2023-02-16
2004/1605,Rezoning of former Lalor Golf Course and residential development on the 57 he...,Under review,2008-05-06,2028-05-05,ABAH GROUP,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=1bbc4320-403f-e711-998c-005056ba00a8,2023-02-16
