EPBC Number,Project,Offset Name,Project Approval Date,Project Approval Expiry Date,Approval Holder,Url,Scraped
2014/7190,"Nambucca Crescent residential subdivision Pimpama, QLD",Under review,2016-10-25,2026-08-01,GTH Resorts No 15 Pty Ltd (ACN 635 466 698) as trustee for the GTH Resorts No 15 Unit Trust,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=ea8544c6-f5a0-e811-bae0-005056ba00a8,2023-02-16
2014/7190,"Nambucca Crescent residential subdivision Pimpama, QLD",Under review,2016-10-25,2026-08-01,GTH Resorts No 15 Pty Ltd (ACN 635 466 698) as trustee for the GTH Resorts No 15 Unit Trust,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=ea8544c6-f5a0-e811-bae0-005056ba00a8,2023-02-16
2016/7640,"Hunter Valley Coal Mining Operations North - State approved mining, NSW",Under review,2016-10-10,2030-12-31,HV Operations Pty Ltd,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=59a5a4f3-ce0a-e811-92a8-005056ba00a8,2023-02-16
2016/7640,"Hunter Valley Coal Mining Operations North - State approved mining, NSW",Under review,2016-10-10,2030-12-31,HV Operations Pty Ltd,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=59a5a4f3-ce0a-e811-92a8-005056ba00a8,2023-02-16
2016/7640,"Hunter Valley Coal Mining Operations North - State approved mining, NSW",Under review,2016-10-10,2030-12-31,HV Operations Pty Ltd,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=59a5a4f3-ce0a-e811-92a8-005056ba00a8,2023-02-16
2016/7640,"Hunter Valley Coal Mining Operations North - State approved mining, NSW",Under review,2016-10-10,2030-12-31,HV Operations Pty Ltd,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=59a5a4f3-ce0a-e811-92a8-005056ba00a8,2023-02-16
2016/7640,"Hunter Valley Coal Mining Operations North - State approved mining, NSW",Under review,2016-10-10,2030-12-31,HV Operations Pty Ltd,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=59a5a4f3-ce0a-e811-92a8-005056ba00a8,2023-02-16
2015/7473,"Warehouse construction and road widening 74-94 Centre Road, Hallam",Under review,2016-10-06,2031-08-01,MR CHRIS CHADWICK TRUSTEE FOR THE CHADWICK FAMILY TRUST,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=e0d22e8f-588b-eb11-80c3-00505684c137,2023-02-16
2013/7028,"Expansion of existing sand quarry operation, north of Windsor, NSW",Under review,2016-10-04,2045-12-31,HY-TEC INDUSTRIES PTY LIMITED,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=c1d22c1b-5652-ec11-80cf-00505684c137,2023-02-16
2011/6086,Moorebank Intermodal Terminal Project,Under review,2016-09-27,2035-08-31,Qube RE Services (No. 2) Pty Ltd,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=3c73bf49-4354-ea11-b0a8-00505684324c,2023-02-16
