EPBC Number,Project,Offset Name,Project Approval Date,Project Approval Expiry Date,Approval Holder,Url,Scraped
2012/6590,"Port Spencer Stage 1 and 2, Eyre Peninsula, SA",Under review,2013-10-28,2038-10-30,Peninsula Ports Pty Ltd,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=8d95f6ca-6067-e511-b4b8-005056ba00ab,2023-02-16
2013/6778,"Ravenhall Prison Project, Melbourne",Under review,2013-10-23,2033-10-25,STATE OF VICTORIA - DEPARTMENT OF JUSTICE,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=4894f6ca-6067-e511-b4b8-005056ba00ab,2023-02-16
2013/6778,"Ravenhall Prison Project, Melbourne",Under review,2013-10-23,2033-10-25,STATE OF VICTORIA - DEPARTMENT OF JUSTICE,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=4894f6ca-6067-e511-b4b8-005056ba00ab,2023-02-16
2013/6778,"Ravenhall Prison Project, Melbourne",Under review,2013-10-23,2033-10-25,STATE OF VICTORIA - DEPARTMENT OF JUSTICE,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=4894f6ca-6067-e511-b4b8-005056ba00ab,2023-02-16
2011/5898,Residential development,Under review,2013-10-15,2038-01-01,HUNTLEE PTY LTD,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=3993f6ca-6067-e511-b4b8-005056ba00ab,2023-02-16
2011/5898,Residential development,Under review,2013-10-15,2038-01-01,HUNTLEE PTY LTD,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=3993f6ca-6067-e511-b4b8-005056ba00ab,2023-02-16
2011/5898,Residential development,Under review,2013-10-15,2038-01-01,HUNTLEE PTY LTD,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=3993f6ca-6067-e511-b4b8-005056ba00ab,2023-02-16
2011/5898,Residential development,Under review,2013-10-15,2038-01-01,HUNTLEE PTY LTD,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=3993f6ca-6067-e511-b4b8-005056ba00ab,2023-02-16
2010/5784,Pakenham Bypass to South Gippsland Highway,Under review,2013-10-10,2025-10-01,VicRoads,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=e292f6ca-6067-e511-b4b8-005056ba00ab,2023-02-16
2013/6893,"Remediation of a landslip at Humphrey Binjour Road, 4.5 kms sth Burnett Hway, Qld",Under review,2013-10-09,2018-10-30,NORTH BURNETT REGIONAL COUNCIL,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=6494f6ca-6067-e511-b4b8-005056ba00ab,2023-02-16
