EPBC Number,Project,Offset Name,Project Approval Date,Project Approval Expiry Date,Approval Holder,Url,Scraped
2011/5967,Mt Todd Gold Mine proposal to reopen and operate mine,Under review,2018-01-19,2040-12-31,VISTA GOLD AUSTRALIA,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=4fca32ac-6cae-ec11-80d3-00505684c137,2023-02-16
2016/7676,"First Nine Master planned residential development, Brookwater, Qld",Under review,2018-01-09,2038-12-21,Springfield Land Corporation Pty limited,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=d5b57ec0-73d8-ea11-942e-00505684324c,2023-02-16
2016/7723,"Residential development, Rawlings Road, Ripley Valley",Under review,2018-01-09,2031-01-17,DEFENCE HOUSING AUSTRALIA,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=b26759d9-8ada-ea11-942e-00505684324c,2023-02-16
2016/7837,"Taxiway Zulu and Northern Compound Project, Melbourne Airport, Vic",Under review,2018-01-09,2030-06-30,Australia Pacific Airports (Melbourne) Pty Ltd,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=a17a102e-dea7-eb11-80c4-00505684c137,2023-02-16
2010/5622,"Extraction of sand from Lot 6 Banksia Road & lots 300 & 301 Boomerang Road, WA",Under review,2017-12-08,2034-08-07,Hanson Construction Materials Pty Ltd,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=ff261788-88a9-ec11-80d6-00505684c563,2023-02-16
2010/5622,"Extraction of sand from Lot 6 Banksia Road & lots 300 & 301 Boomerang Road, WA",Under review,2017-12-08,2034-08-07,Hanson Construction Materials Pty Ltd,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=ff261788-88a9-ec11-80d6-00505684c563,2023-02-16
2014/7163,"Rye Park Wind Farm, (N of Yass, SE of Boorowa), NSW",Under review,2017-12-06,2049-12-31,Rye Park Wind Farm Pty Ltd,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=253d18b9-5652-ec11-80cf-00505684c137,2023-02-16
2017/7865,"Commercial and industrial subdivision at O'Herns Road Epping, Vic",Under review,2017-11-22,2037-09-01,O'Herns Road Developments Pty Ltd ATF O'Herns Road Developments Unit Trust,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=b5cd2274-6d52-ec11-80d2-00505684c563,2023-02-16
2015/7627,"Residential subdivision Lot 400 Strathyre Road, Prestons, NSW",Under review,2017-11-21,2031-11-30,Maxma Developments Pty Ltd,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=fe12a8c2-c85b-ec11-80cf-00505684c137,2023-02-16
2015/7557,"Gunlake Extension Project, Brayton NSW",Under review,2017-11-17,2042-12-31,Gunlake Quarries Pty Limited,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=fffabc05-6652-ec11-80cf-00505684c137,2023-02-16
