EPBC Number,Project,Offset Name,Project Approval Date,Project Approval Expiry Date,Approval Holder,Url,Scraped
2010/5496,South Galilee Coal Project,Under review,2015-07-15,2055-06-30,AMCI (Alpha) Pty Ltd,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=11ecbf17-2453-ec11-80cf-00505684c137,2023-02-16
2013/6984,"Cape Leveque Road upgrade, Stage 3, Shire of Broome, WA",Under review,2015-07-06,2035-12-31,Main Roads Western Australia,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=3b89ebbe-5552-ec11-80cf-00505684c137,2023-02-16
2011/6201,Watermark Coal Project,Under review,2015-07-04,2051-06-30,SHENHUA WATERMARK COAL PTY LIMITED,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=4aa33da3-c5ad-e911-ad32-00505684324c,2023-02-16
2011/6201,Watermark Coal Project,Under review,2015-07-04,2051-06-30,SHENHUA WATERMARK COAL PTY LIMITED,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=4aa33da3-c5ad-e911-ad32-00505684324c,2023-02-16
2014/7202,"Installation of replacement crude-condensate pipeline, Vic",Under review,2015-06-30,2025-07-01,ESSO AUSTRALIA PTY LTD,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=84600b47-5b8b-eb11-80c3-00505684c137,2023-02-16
2012/6262,Taroborah Coal Project,Under review,2015-06-17,2039-12-31,Shenhuo International Group Pty Ltd,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=48003852-2653-ec11-80cf-00505684c137,2023-02-16
2014/7143,"Knox Creek Plain, Irrigation Development, WA",Under review,2015-06-16,2061-12-31,KIMBERLY AGRICULTURAL INVESTMENT PTY LTD,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=848d2bfc-2153-ec11-80cf-00505684c137,2023-02-16
2014/7382,"Hey Point bauxite mining project, approx 10kms south Weipa, Qld",Under review,2015-05-28,2035-12-31,GREEN COAST RESOURCES PTY LTD,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=13898e2d-2353-ec11-80cf-00505684c137,2023-02-16
2012/6378,Continuation of Bengalla Mine,Under review,2015-05-27,2050-12-31,Bengalla Mining Company Pty Limited,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=5195f6ca-6067-e511-b4b8-005056ba00ab,2023-02-16
2012/6378,Continuation of Bengalla Mine,Under review,2015-05-27,2050-12-31,Bengalla Mining Company Pty Limited,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=5195f6ca-6067-e511-b4b8-005056ba00ab,2023-02-16
