EPBC Number,Project,Offset Name,Project Approval Date,Project Approval Expiry Date,Approval Holder,Url,Scraped
2008/4398,Development of Existing Coal Seam Gas Fields,Under review,2010-10-22,2060-10-31,BG INTERNATIONAL LTD,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=f3d361d6-446c-ed11-81ac-00224818a31f,2023-02-16
2008/4399,Queensland Curtis LNG Project - Pipeline Network,Under review,2010-10-22,2060-10-31,BG INTERNATIONAL LTD,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=9d7c14e9-3015-e911-931a-00505684324c,2023-02-16
2008/4402,"Development, Construction and Decommissioning of LNG Plant and Onshore Faciliti",Under review,2010-10-22,2060-10-31,BG INTERNATIONAL LTD,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=f34126f6-4e6c-ed11-81ac-00224818a31f,2023-02-16
2008/4402,"Development, Construction and Decommissioning of LNG Plant and Onshore Faciliti",Under review,2010-10-22,2060-10-31,BG INTERNATIONAL LTD,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=f34126f6-4e6c-ed11-81ac-00224818a31f,2023-02-16
2008/4057,Development of a Natural Gas Liquefaction Park,Under review,2010-10-22,2060-10-31,Santos Ltd,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=6473ca70-c66a-ed11-81ac-00224818a727,2023-02-16
2008/4058,Development of marine facilities to service natural gas liquefaction park,Under review,2010-10-22,2060-10-31,Santos Ltd,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=71e815d1-7b6b-ed11-81ac-00224818a758,2023-02-16
2008/4059,"Coal Seam Gas Field Development for Natural Gas Liquefaction Park, Curtis Island",Under review,2010-10-22,2060-10-31,Santos Ltd,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=a2d62746-896b-ed11-81ac-00224818a758,2023-02-16
2008/4096,Gas Pipeline with Alternative Pipleine to Supply Natural Gas Liquefaction Park,Under review,2010-10-22,2060-10-31,Santos Ltd,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=4c6c7ca5-956b-ed11-81ac-00224818a758,2023-02-16
2008/4399,Queensland Curtis LNG Project - Pipeline Network,Under review,2010-10-22,2060-10-31,BG INTERNATIONAL LTD,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=9d7c14e9-3015-e911-931a-00505684324c,2023-02-16
2008/4399,Queensland Curtis LNG Project - Pipeline Network,Under review,2010-10-22,2060-10-31,BG INTERNATIONAL LTD,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=9d7c14e9-3015-e911-931a-00505684324c,2023-02-16
