EPBC Number,Project,Offset Name,Project Approval Date,Project Approval Expiry Date,Approval Holder,Url,Scraped
2019/8546,"Morley-Ellenbrook Rail Line Part 2, WA",Under review,2020-12-17,2040-01-01,Public Transport Authority of Western Australia,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=13a0e1c5-3353-ec11-80cf-00505684c137,2023-03-08
2017/8112,"Asian Renewable Energy Hub, 220 km east of Port Hedland, Western Australia",Under review,2020-12-16,2085-12-31,NW INTERCONNECTED POWER PTY LTD,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=58563472-3053-ec11-80cf-00505684c137,2023-03-08
2019/8408,"Residential Development (Lot30, SP309195) Mountain Ridge Rd, South Maclean, Qld",Under review,2020-12-11,2045-11-30,Daleford Property Pty Ltd,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=431107ca-ed27-ec11-80c9-00505684c137,2023-03-08
2017/8005,"Pacific Highway Upgrade - Coffs Harbour Bypass, NSW",Under review,2020-12-08,2100-12-18,TRANSPORT FOR NSW,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=aefa2b8c-6f52-ec11-80d2-00505684c563,2023-03-08
2019/8548,Isaac Plains East Extension,Under review,2020-12-04,2060-12-31,STANMORE IP COAL PTY LTD,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=534cf49f-9225-ec11-80c9-00505684c137,2023-03-08
2016/7698,"Widening maintenance zones for 3 roads, Wheatbelt region, WA",Under review,2020-12-03,2023-08-12,Main Roads Western Australia,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=8d492bcc-2c69-ed11-81ac-00224818a758,2023-03-08
2017/7875,"Woogaroo Heights master planned residential development, Springfield, Qld",Under review,2020-11-30,2033-11-30,Lendlease Communities (Springfield) Pty Ltd,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=89e177ec-f532-ec11-80d0-00505684c563,2023-03-08
2014/7376,Narrabri Gas Project,Under review,2020-11-24,2045-12-31,SANTOS NSW EASTERN PTY LTD,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=f59c96d6-6552-ec11-80cf-00505684c137,2023-03-08
2017/8090,"Park Ridge residential, mixed use and medium impact industry precinct, Park Ridge, Queensland",Under review,2020-11-23,2045-06-30,Pointcorp Heritage Park Pty Limited,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=01e80430-012e-eb11-9650-005056842ad1,2023-03-08
2018/8296,"Lot 33 DP754405 and Lot 12 DP1091444 Subdivision, Kew, NSW",Under review,2020-11-19,2040-11-19,Jojeni Investments Pty Ltd,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=859842a1-7552-ec11-80cf-00505684c137,2023-03-08
