EPBC Number,Project,Offset Name,Project Approval Date,Project Approval Expiry Date,Approval Holder,Url,Scraped
2010/5759,Poondano Iron Ore Project,Under review,2011-08-24,2016-12-01,Process minerals International Pty Ltd (PMI),https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=cf92f6ca-6067-e511-b4b8-005056ba00ab,2023-03-08
2010/5759,Poondano Iron Ore Project,Under review,2011-08-24,2016-12-01,Process minerals International Pty Ltd (PMI),https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=cf92f6ca-6067-e511-b4b8-005056ba00ab,2023-03-08
2010/5673,Beechmont Road Upgrade,Under review,2011-08-18,2016-07-15,DEPARTMENT OF TRANSPORT AND MAIN ROADS,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=a992f6ca-6067-e511-b4b8-005056ba00ab,2023-03-08
2010/5733,"Baldivis Residential development on lots 98, 323,529 and 530",Under review,2011-08-17,2021-06-30,SPATIAL PROPERTY GROUP ON BEHALF OF THE CARCIONE GROUP OF COMPANIES,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=bf92f6ca-6067-e511-b4b8-005056ba00ab,2023-03-08
2010/5706,Christmas Creek Water Management Scheme,Under review,2011-08-11,2017-03-15,Fortescue Metals Group Limited,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=b392f6ca-6067-e511-b4b8-005056ba00ab,2023-03-08
2010/5785,Catalina Residential Development,Under review,2011-08-10,2036-12-31,TAMALA PARK REGIONAL COUNCIL,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=e692f6ca-6067-e511-b4b8-005056ba00ab,2023-03-08
2009/5063,"Williamtown Aerospace Park, industrial subdivision and development to service e",Under review,2011-07-27,2031-12-31,Newcastle Airport Pty Ltd,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=7f5fe900-8815-e611-bb47-005056ba00a8,2023-03-08
2009/5063,"Williamtown Aerospace Park, industrial subdivision and development to service e",Under review,2011-07-27,2031-12-31,Newcastle Airport Pty Ltd,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=7f5fe900-8815-e611-bb47-005056ba00a8,2023-03-08
2010/5419,Duplication of the Dampier Highway Stages 2 & 6,Under review,2011-07-22,2041-12-31,Main Roads Western Australia,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=2392f6ca-6067-e511-b4b8-005056ba00ab,2023-03-08
2009/5086,Proposed land clearing for Shotts Industrial Park,Under review,2011-06-27,2061-12-31,LANDCORP,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=0b0b644e-62cd-ea11-97dc-00505684324c,2023-03-08
