EPBC Number,Project,Offset Name,Project Approval Date,Project Approval Expiry Date,Approval Holder,Url,Scraped
2009/5187,Recreation Fields and Ancillary Sporting Facilities for Emmaus College,Under review,2010-08-30,2039-06-30,THE CORPORATION OF THE TRUSTEES OF THE ROMAN CATHOLIC ARCHDIOCESE OF BRISBANE,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=b691f6ca-6067-e511-b4b8-005056ba00ab,2023-03-08
2010/5501,Kings Highway Deviation,Under review,2010-08-25,2030-08-25,ACT PROCUREMENT SOLUTIONS,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=5992f6ca-6067-e511-b4b8-005056ba00ab,2023-03-08
2009/4917,Duckhole Rivulet Dam,Under review,2010-08-11,2020-09-01,Tasmanian Water and Sewerage Corporation (Southern Region),https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=3891f6ca-6067-e511-b4b8-005056ba00ab,2023-03-08
2009/5107,Phil's Creek Iron Ore Project,Under review,2010-07-23,2020-07-31,PROCESS MINERALS INTERNATIONAL,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=6b91f6ca-6067-e511-b4b8-005056ba00ab,2023-03-08
2009/4789,"Lot 505 Hungerford Avenue, Halls Head, WA Residential Development",Under review,2010-07-16,2035-07-16,CAPE BOUVARD DEVELOPMENTS,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=0f91f6ca-6067-e511-b4b8-005056ba00ab,2023-03-08
2009/4789,"Lot 505 Hungerford Avenue, Halls Head, WA Residential Development",Under review,2010-07-16,2035-07-16,CAPE BOUVARD DEVELOPMENTS,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=0f91f6ca-6067-e511-b4b8-005056ba00ab,2023-03-08
2009/4835,Construction of NW Homemaker Shopping Centre,Under review,2010-07-16,2020-07-01,LAUNCESTON GASWORKS PTY LTD,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=1b91f6ca-6067-e511-b4b8-005056ba00ab,2023-03-08
2010/5476,Honeywood Estate Development,Under review,2010-07-05,2025-12-31,SATTERLEY PROPERTY GROUP,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=4292f6ca-6067-e511-b4b8-005056ba00ab,2023-03-08
2010/5476,Honeywood Estate Development,Under review,2010-07-05,2025-12-31,SATTERLEY PROPERTY GROUP,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=4292f6ca-6067-e511-b4b8-005056ba00ab,2023-03-08
2009/4849,Development of new Chiltern Quarry,Under review,2010-07-02,2040-06-30,Holcim (Australia) Pty Limited,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=1d91f6ca-6067-e511-b4b8-005056ba00ab,2023-03-08
