EPBC Number,Project,Offset Name,Project Approval Date,Project Approval Expiry Date,Approval Holder,Url,Scraped
2016/7746,"Stockyard Hill Wind Farm - Wind Energy Facility and associated infrastucture, Vic",Under review,2017-08-18,2050-07-31,Stockyard Hill Wind Farm Pty Ltd,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=c412e97d-6988-eb11-80c2-00505684c137,2023-03-08
2015/7431,"Wilpinjong open cut coal mine extension project, NE Mudgee, NSW",Under review,2017-08-08,2033-12-31,WILPINJONG COAL PTY LTD,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=ea9c7fc0-7cae-e911-ad32-00505684324c,2023-03-08
2008/4313,Construction and operation of Nathan Dam and associated water delivery infrastructure,Under review,2017-07-13,2067-07-01,SunWater,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=fcdf2bd0-fd52-ec11-80d2-00505684c563,2023-03-08
2008/4313,Construction and operation of Nathan Dam and associated water delivery infrastructure,Under review,2017-07-13,2067-07-01,SunWater,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=fcdf2bd0-fd52-ec11-80d2-00505684c563,2023-03-08
2014/7138,"Extension to Wiluna Uranium Mine (Millipede & Lake Maitland), Wiluna, WA",Under review,2017-07-05,2043-03-31,TORO ENERGY LIMITED,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=6a97f760-5652-ec11-80cf-00505684c137,2023-03-08
2007/3361,Dalyellup Beach Estate - Residential Development,Under review,2017-06-29,2031-12-31,Satterley Property Group,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=110497db-45a5-ea11-8a09-00505684324c,2023-03-08
2015/7538,Bauxite Hill Mining and Barging Project,Under review,2017-06-23,2041-09-01,Metro Mining,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=49112fb5-2653-ec11-80cf-00505684c137,2023-03-08
2016/7684,"Residential subdivision Lot 1 DP 588912 1-41 Marsh Road, Silverdale, NSW",Under review,2017-06-14,2027-03-31,Simba Developments Pty Ltd,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=7852ed66-13ac-e911-9566-005056842ad1,2023-03-08
2015/7477,"Sly's sandstone quarry expansion, Mororo, NSW",Under review,2017-05-29,2027-12-31,NEWMAN QUARRYING PTY LTD,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=3413f47e-39ac-e911-ad32-00505684324c,2023-03-08
2016/7700,"Development of a new facility for the ANU College of Arts and Social Sciences, ANU Action Campus, ACT",Under review,2017-05-05,2027-06-30,Australian National University,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=e7341bbf-0975-ed11-81ac-00224818abd2,2023-03-08
