EPBC Number,Project,Offset Name,Project Approval Date,Project Approval Expiry Date,Approval Holder,Url,Scraped
2012/6552,"Rogetta Project, Hampshire, Tas",Under review,2018-06-05,2033-06-30,FORWARD MINING LTD,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=ed4343e1-4e52-ec11-80cf-00505684c137,2023-02-15
2016/7734,"Residential Mixed Use Development, 7B Copernicus Way, Keilor Downs, Vic",Under review,2018-06-04,2033-02-27,Hexa Keilor Downs Pty Ltd,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=e95f9584-1be2-e811-a978-005056ba00a8,2023-02-15
2017/7997,Tanami Gas Pipeline,Under review,2018-06-01,2028-12-31,DDG OPERATIONS PTY LTD,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=da0e2ba9-2e53-ec11-80cf-00505684c137,2023-02-15
2017/7914,"Industrial Development, 10 Gordon Luck Avenue, Altona, Vic",Under review,2018-06-01,2028-05-31,EMKC AU INDUSTRIAL 1 PTY LTD,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=7b12220e-6e52-ec11-80d2-00505684c563,2023-02-15
2016/7741,"Hammond Park Secondary School development, WA",Under review,2018-05-31,2023-04-19,DEPARTMENT OF EDUCATION,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=f713250a-6b52-ec11-80d2-00505684c563,2023-02-15
2017/7909,"Albion Park Rail Bypass, NSW",Under review,2018-05-29,2038-05-31,TRANSPORT FOR NSW,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=acad3b9b-da6e-ed11-81ac-00224818a80f,2023-02-15
2016/7818,"Aitken Blvd North Drinking Water and Non-Drinking Water Mains, Vic",Under review,2018-05-24,2033-03-30,YARRA VALLEY WATER CORPORATION,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=6ebe2614-c5fd-e811-9956-005056ba00a8,2023-02-15
2017/7876,"Mio College Vegetation Clearing for High Value Agriculture, Barratta Road, Clare QLD",Under review,2018-05-23,2053-06-30,MIO COLLEGE PTY LTD,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=5ec40e34-05e1-ea11-a87e-005056842ad1,2023-02-15
2016/7809,"Road safety works, Pyrenees Hway, Green Gully, Vic",Under review,2018-05-18,2032-12-01,VICROADS,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=461bf583-3f15-e911-931a-00505684324c,2023-02-15
2017/7895,"Carrapateena Project copper -gold mining and ore processing, SA",Under review,2018-03-29,2056-12-31,OZ Minerals Carapateena Pty Ltd,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=43834904-35fa-eb11-80c6-00505684c137,2023-02-15
