EPBC Number,Project,Offset Name,Project Approval Date,Project Approval Expiry Date,Approval Holder,Url,Scraped
2013/6872,"Clearing for Bunbury Airport Expansion, WA",Under review,2015-01-15,2019-11-30,CITY OF BUNBURY,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=5c94f6ca-6067-e511-b4b8-005056ba00ab,2023-02-15
2013/6908,"Extension of Liddell open cut coal mining operations, NSW",Under review,2014-12-24,2044-12-31,LIDDELL COAL OPERATIONS PTY LTD,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=6694f6ca-6067-e511-b4b8-005056ba00ab,2023-02-15
2013/6908,"Extension of Liddell open cut coal mining operations, NSW",Under review,2014-12-24,2044-12-31,LIDDELL COAL OPERATIONS PTY LTD,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=6694f6ca-6067-e511-b4b8-005056ba00ab,2023-02-15
2014/7259,"Russell Vale Colliery Longwall 6 Mining, Wollongong NSW",Under review,2014-12-24,2045-11-26,Wollong Coal Limited,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=7b6e7931-27ac-e911-ad32-00505684324c,2023-02-15
2013/6908,"Extension of Liddell open cut coal mining operations, NSW",Under review,2014-12-24,2044-12-31,LIDDELL COAL OPERATIONS PTY LTD,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=6694f6ca-6067-e511-b4b8-005056ba00ab,2023-02-15
2013/7036,"Baralaba North Coal Mine Continued Operations, Baralaba, Qld",Under review,2014-12-22,2039-12-15,WONBINDI COAL PTY LTD,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=9594f6ca-6067-e511-b4b8-005056ba00ab,2023-02-15
2010/5717,"Stockman's Base Metal Mine, Victoria",Under review,2014-12-19,2035-01-01,WHSP Stockman PTy Limited,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=737860d2-2453-ec11-80cf-00505684c137,2023-02-15
2010/5717,"Stockman's Base Metal Mine, Victoria",Under review,2014-12-19,2035-01-01,WHSP Stockman PTy Limited,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=737860d2-2453-ec11-80cf-00505684c137,2023-02-15
2013/7047,Development of new natural gas acreage in Surat Basin,Under review,2014-12-17,2045-12-31,QGC PTY LTD,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=8791a5d8-2a15-e911-931a-00505684324c,2023-02-15
2013/6864,"Paradise Waters Residential Estate, Gampian Drive, Deebing Heights",Under review,2014-12-17,2045-01-05,Stockland Development Pty Ltd,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=5494f6ca-6067-e511-b4b8-005056ba00ab,2023-02-15
