EPBC Number,Project,Offset Name,Project Approval Date,Project Approval Expiry Date,Approval Holder,Url,Scraped
2015/7467,"Abbot Point Growth Gateway Project, Qld",Under review,2015-12-21,2031-01-31,NORTH QUEENSLAND BULK PORTS CORPORATION LIMITED,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=c4ed8d59-2553-ec11-80cf-00505684c137,2023-02-15
2014/7208,"Industrial subdivision, Lot H, Ajax Road, Altona",Under review,2015-12-08,2035-11-01,AXXCEL MANAGEMENT SERVICES PTY LTD,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=ca54870b-5b8b-eb11-80c3-00505684c137,2023-02-15
2014/7208,"Industrial subdivision, Lot H, Ajax Road, Altona",Under review,2015-12-08,2035-11-01,AXXCEL MANAGEMENT SERVICES PTY LTD,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=ca54870b-5b8b-eb11-80c3-00505684c137,2023-02-15
2014/7385,"To grade separate three intersections on Tonkin Highway, WA",Under review,2015-12-07,2020-07-16,MAIN ROADS WESTERN AUSTRALIA,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=624da317-edb4-e911-ad32-00505684324c,2023-02-15
2012/6643,Pacificus Tourism Project,Under review,2015-11-26,2035-07-31,EATON PLACE PTY LTD,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=62d13991-2b53-ec11-80cf-00505684c137,2023-02-15
2012/6643,Pacificus Tourism Project,Under review,2015-11-26,2035-07-31,EATON PLACE PTY LTD,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=62d13991-2b53-ec11-80cf-00505684c137,2023-02-15
2011/6228,Mt Emerald Wind Farm,Under review,2015-11-26,2045-07-31,Mount Emerald Wind Farm Pty Ltd,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=21d4d254-35b1-e611-b33d-005056ba00a7,2023-02-15
2015/7429,"Sand extraction, Lot 810, Yangedi Rd, Hopeland, WA",Under review,2015-11-09,2021-09-30,URBAN RESOURCES PTY LTD,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=7a4d7574-e0b4-e911-ad32-00505684324c,2023-02-15
2014/7346,"Safety works along the Bells Line of road between Mt Tomah and Kurrajong Heights, NSW",Under review,2015-11-03,2021-12-31,NSW ROADS AND MARITIME SERVICES,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=fd7923de-0093-e511-b341-005056ba00a7,2023-02-15
2009/5031,"Roe Highway extension, Kwinana Freeway to Stock Road, WA",Under review,2015-10-21,2022-12-31,MAIN ROADS WESTERN AUSTRALIA,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=88f3e70b-7bcd-ea11-97dc-00505684324c,2023-02-15
