EPBC Number,Project,Offset Name,Project Approval Date,Project Approval Expiry Date,Approval Holder,Url,Scraped
2018/8368,"Dulacca Renewable Energy Project, Dulacca QLD",Under review,2020-08-21,2055-08-01,Dulacca Energy Project Co Pty Ltd (ACN: 643 652 368) as a trustee for the Dulacca Energy Project Trust (ABN 88 538 950 644),https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=e3982a19-47e3-ea11-942e-00505684324c,2023-02-15
2019/8505,"Findon Road Extension, South Morang, VIC",Under review,2020-08-11,2045-06-30,CITY OF WHITTLESEA,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=0ce99152-1d82-eb11-80c2-00505684c137,2023-02-15
2019/8552,Chapman Street Residential Development,Under review,2020-07-29,2040-07-31,LENDLEASE COMMUNITIES (WERRINGTON) PTY LIMITED,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=c3b7939c-3453-ec11-80cf-00505684c137,2023-02-15
2019/8552,Chapman Street Residential Development,Under review,2020-07-29,2040-07-31,LENDLEASE COMMUNITIES (WERRINGTON) PTY LIMITED,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=c3b7939c-3453-ec11-80cf-00505684c137,2023-02-15
2018/8158,"Residential development 80a and 80b Oakwood Road, Albanvale, Vic",Under review,2020-07-21,2040-12-31,PANORAMA INVESTMENT (ALBANVALE) PTY LTD,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=cf77584b-2182-eb11-80c2-00505684c137,2023-02-15
2018/8367,"Mitchell Freeway Extension and Wanneroo Road Upgrade, WA",Under review,2020-07-10,2041-06-30,MAIN ROADS,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=c29611a7-e80a-ec11-80c8-00505684c137,2023-02-15
2017/8017,"Development of the Mesa H iron ore mining operations, WA",Under review,2020-07-07,2080-12-30,ROBE RIVER MINING CO PTY LTD,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=9227a547-e866-ed11-9561-00224818a727,2023-02-15
2018/8258,"Wollar Solar Farm, near Wollar, NSW",Under review,2020-07-06,2038-12-31,WOLLAR SOLAR DEVELOPMENT PTY LTD,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=cf829bf2-7152-ec11-80d2-00505684c563,2023-02-15
2018/8258,"Wollar Solar Farm, near Wollar, NSW",Under review,2020-07-06,2038-12-31,WOLLAR SOLAR DEVELOPMENT PTY LTD,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=cf829bf2-7152-ec11-80d2-00505684c563,2023-02-15
2011/6053,Southdown Magnetite Project,Under review,2020-06-30,2050-12-31,Joynson Enterprises Pty Ltd,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=338e4528-2653-ec11-80cf-00505684c137,2023-02-15
