EPBC Number,Project,Offset Name,Project Approval Date,Project Approval Expiry Date,Approval Holder,Url,Scraped
2009/5032,"Tiwest Dongara Project, mineral sands mining and concentrating operation, 25km",Under review,2014-04-09,2038-12-31,TRONOX MANAGEMENT PTY LTD,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=5591f6ca-6067-e511-b4b8-005056ba00ab,2023-02-15
2013/6734,Development of a large-scale industrial estate & redevelopment of an existing truck stop,Under review,2014-04-09,2034-04-30,LOCKYER VALLEY REGIONAL COUNCIL,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=b595f6ca-6067-e511-b4b8-005056ba00ab,2023-02-15
2013/6884,"Residential Development, Lots 13 & 14, Balmoral Road, Kellyville, NSW",Under review,2014-04-08,2025-01-01,Spamb Pty Ltd,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=6294f6ca-6067-e511-b4b8-005056ba00ab,2023-02-15
2013/6884,"Residential Development, Lots 13 & 14, Balmoral Road, Kellyville, NSW",Under review,2014-04-08,2025-01-01,Spamb Pty Ltd,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=6294f6ca-6067-e511-b4b8-005056ba00ab,2023-02-15
2013/6974,Residential Development,Under review,2014-04-08,2025-01-01,BBE AUSTRALIA PTY LTD,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=7f94f6ca-6067-e511-b4b8-005056ba00ab,2023-02-15
2013/6974,Residential Development,Under review,2014-04-08,2025-01-01,BBE AUSTRALIA PTY LTD,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=7f94f6ca-6067-e511-b4b8-005056ba00ab,2023-02-15
2013/7098,"Residential development Lot 3, 500 Bussell Highway, WA",Under review,2014-04-08,2030-01-01,Jones Cinewest Drive-ins Pty Ltd,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=a094f6ca-6067-e511-b4b8-005056ba00ab,2023-02-15
2012/6523,"Chaffey Dam Augmentation and Safety Upgrade, NSW",Under review,2014-04-03,2035-12-30,State Water Corporation,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=7f95f6ca-6067-e511-b4b8-005056ba00ab,2023-02-15
2013/6812,Vegetation clearing for a residential subdivision,Under review,2014-03-20,2064-12-31,MARLOELLE PTY LTD,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=5094f6ca-6067-e511-b4b8-005056ba00ab,2023-02-15
2011/5808,Expansion of the Mugga Lane Resource Management Centre,Under review,2014-03-18,2060-03-01,ACT NOWASTE,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=fa92f6ca-6067-e511-b4b8-005056ba00ab,2023-02-15
