EPBC Number,Project,Offset Name,Project Approval Date,Project Approval Expiry Date,Approval Holder,Url,Scraped
2017/7921,"Lot 1665 Wanneroo Road, Sinagra.",Under review,2019-09-02,2049-06-30,Stockland Development Pty Ltd,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=bcd45a01-e8b5-ea11-8731-005056842ad1,2023-02-15
2018/8148,"Inverlochy farming property 175 Northern Highway Wallan, VIC",Under review,2019-08-22,2039-07-31,CRYSTAL CREEK PROPERTIES PTY. LTD.,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=afc45382-2182-eb11-80c2-00505684c137,2023-02-15
2018/8275,"Australia Post Parcel Facility Project, Sunshine West, Vic",Under review,2019-08-16,2039-06-30,AUSTRALIAN POSTAL CORPORATION,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=c0acefde-1f82-eb11-80c2-00505684c137,2023-02-15
2017/7965,"Golden Plains Wind Farm, Vic",Under review,2019-08-01,2050-01-30,Golden Plains Shared Assets Pty Ltd,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=341d3035-ec82-eb11-80c5-00505684c563,2023-02-15
2017/7965,"Golden Plains Wind Farm, Vic",Under review,2019-08-01,2050-01-30,Golden Plains Shared Assets Pty Ltd,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=341d3035-ec82-eb11-80c5-00505684c563,2023-02-15
2017/7976,"Clinton Vessel Interaction Project - Clinton Widening, Qld",Under review,2019-07-15,2026-06-30,Gladstone Ports Corporation Limited,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=24579c80-2e53-ec11-80cf-00505684c137,2023-02-15
2018/8151,"Mugga Quarry overburden expansion project, ACT",Under review,2019-07-10,2039-03-31,BORAL RESOURCES (COUNTRY) PTY. LIMITED,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=ba27f9b4-7052-ec11-80d2-00505684c563,2023-02-15
2018/8192,"Vehicle storage facility, Lot 1 Reddalls Rd, Kembla Grange NSW",Under review,2019-07-09,2029-03-01,PRIXCAR SERVICES PTY. LTD.,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=d28a23bd-3153-ec11-80cf-00505684c137,2023-02-15
2018/8294,"Commercial development, Lot 9 and Lot 21 Mile End Road, Rouse Hill, NSW",Under review,2019-07-08,2029-07-01,SEVENTH-DAY ADVENTIST CHURCH - GREATER SYDNEY CONFERENCE,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=d9fcc07e-7552-ec11-80cf-00505684c137,2023-02-15
2018/8316,"Roe Highway and Kalamunda Road Interchange upgrade, WA",Under review,2019-07-07,2039-12-31,MAIN ROADS,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=3a59c8c6-e4b5-ea11-97dc-00505684324c,2023-02-15
