EPBC Number,Project,Offset Name,Project Approval Date,Project Approval Expiry Date,Approval Holder,Url,Scraped
2010/5768,Stage 2 of the Bunbury Port Access Project,Under review,2011-09-07,2041-12-31,Main Roads Western Australia,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=d592f6ca-6067-e511-b4b8-005056ba00ab,2023-02-15
2010/5768,Stage 2 of the Bunbury Port Access Project,Under review,2011-09-07,2041-12-31,Main Roads Western Australia,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=d592f6ca-6067-e511-b4b8-005056ba00ab,2023-02-15
2010/5768,Stage 2 of the Bunbury Port Access Project,Under review,2011-09-07,2041-12-31,Main Roads Western Australia,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=d592f6ca-6067-e511-b4b8-005056ba00ab,2023-02-15
2011/5947,Phase 2 of the Villawood Immigration Detention Facility Redevelopment Project,Under review,2011-08-31,2016-12-31,Department of Finance and Deregulation,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=4e93f6ca-6067-e511-b4b8-005056ba00ab,2023-02-15
2010/5759,Poondano Iron Ore Project,Under review,2011-08-24,2016-12-01,Process minerals International Pty Ltd (PMI),https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=cf92f6ca-6067-e511-b4b8-005056ba00ab,2023-02-15
2010/5759,Poondano Iron Ore Project,Under review,2011-08-24,2016-12-01,Process minerals International Pty Ltd (PMI),https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=cf92f6ca-6067-e511-b4b8-005056ba00ab,2023-02-15
2010/5673,Beechmont Road Upgrade,Under review,2011-08-18,2016-07-15,DEPARTMENT OF TRANSPORT AND MAIN ROADS,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=a992f6ca-6067-e511-b4b8-005056ba00ab,2023-02-15
2010/5733,"Baldivis Residential development on lots 98, 323,529 and 530",Under review,2011-08-17,2021-06-30,SPATIAL PROPERTY GROUP ON BEHALF OF THE CARCIONE GROUP OF COMPANIES,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=bf92f6ca-6067-e511-b4b8-005056ba00ab,2023-02-15
2010/5706,Christmas Creek Water Management Scheme,Under review,2011-08-11,2017-03-15,Fortescue Metals Group Limited,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=b392f6ca-6067-e511-b4b8-005056ba00ab,2023-02-15
2010/5785,Catalina Residential Development,Under review,2011-08-10,2036-12-31,TAMALA PARK REGIONAL COUNCIL,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=e692f6ca-6067-e511-b4b8-005056ba00ab,2023-02-15
