EPBC Number,Project,Offset Name,Project Approval Date,Project Approval Expiry Date,Approval Holder,Url,Scraped
2012/6606,Hotel and Carpark Development,Under review,2013-10-04,2033-07-30,SECTION 22 BARTON PTY LTD,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=9195f6ca-6067-e511-b4b8-005056ba00ab,2023-02-15
2012/6439,"Calder Park Stabling and Maintenance Yard, VIC",Under review,2013-09-27,2025-12-31,PUBLIC TRANSPORT DEVELOPMENT AUTHORITY,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=6895f6ca-6067-e511-b4b8-005056ba00ab,2023-02-15
2012/6560,"Lynwood Quarry Project, Marulan, NSW",Under review,2013-09-13,2038-01-01,HOLCIM AUSTRALIA PTY LTD,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=8595f6ca-6067-e511-b4b8-005056ba00ab,2023-02-15
2012/6529,"Commercial Development of land at 330-342 McDonalds Road, South Morang, VIC",Under review,2013-09-04,2028-10-01,P. LEE AND CO. PTY LTD,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=ed9872a5-4e52-ec11-80cf-00505684c137,2023-02-15
2011/6057,Industrial Development Lot 1 Maidstone Street,Under review,2013-08-19,2033-07-25,Maidstone St Joint Venture Pty Ltd,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=df94f6ca-6067-e511-b4b8-005056ba00ab,2023-02-15
2011/6057,Industrial Development Lot 1 Maidstone Street,Under review,2013-08-19,2033-07-25,Maidstone St Joint Venture Pty Ltd,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=df94f6ca-6067-e511-b4b8-005056ba00ab,2023-02-15
2011/6057,Industrial Development Lot 1 Maidstone Street,Under review,2013-08-19,2033-07-25,Maidstone St Joint Venture Pty Ltd,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=df94f6ca-6067-e511-b4b8-005056ba00ab,2023-02-15
2011/6061,Rokeby Main Road Upgrade,Under review,2013-08-19,2033-06-25,DEPARTMENT OF INFRASTRUCTURE ENERGY AND RESOURCES,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=e594f6ca-6067-e511-b4b8-005056ba00ab,2023-02-15
2011/6061,Rokeby Main Road Upgrade,Under review,2013-08-19,2033-06-25,DEPARTMENT OF INFRASTRUCTURE ENERGY AND RESOURCES,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=e594f6ca-6067-e511-b4b8-005056ba00ab,2023-02-15
2011/6202,Construction of a 36 km Pipeline and Ancillary Infrastructure,Under review,2013-08-19,2063-12-31,Orange City Council,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=1f95f6ca-6067-e511-b4b8-005056ba00ab,2023-02-15
