EPBC Number,Project,Offset Name,Project Approval Date,Project Approval Expiry Date,Approval Holder,Url,Scraped
2012/6388,Wallarah 2 Coal Project,Under review,2019-01-18,2060-12-31,WYONG COAL PTY LTD,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=f3dc5294-a9ad-e911-9566-005056842ad1,2023-02-15
2017/8070,"South Gippsland Highway Realignment, Koonwarra, Vic",Under review,2019-01-18,2035-11-30,"Department of Economic Development, Jobs, Transport, and Resources (VIC)",https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=52420fbf-b682-eb11-80c5-00505684c563,2023-02-15
2015/7599,"Mt Gilead residential development, NSW",Under review,2018-12-21,2038-11-30,Lendlease Communities (Mt Gilead) Pty Ltd,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=d0838856-60ac-ea11-8a09-00505684324c,2023-02-15
2015/7599,"Mt Gilead residential development, NSW",Under review,2018-12-21,2038-11-30,Lendlease Communities (Mt Gilead) Pty Ltd,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=d0838856-60ac-ea11-8a09-00505684324c,2023-02-15
2015/7599,"Mt Gilead residential development, NSW",Under review,2018-12-21,2038-11-30,Lendlease Communities (Mt Gilead) Pty Ltd,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=d0838856-60ac-ea11-8a09-00505684324c,2023-02-15
2015/7599,"Mt Gilead residential development, NSW",Under review,2018-12-21,2038-11-30,Lendlease Communities (Mt Gilead) Pty Ltd,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=d0838856-60ac-ea11-8a09-00505684324c,2023-02-15
2015/7599,"Mt Gilead residential development, NSW",Under review,2018-12-21,2038-11-30,Lendlease Communities (Mt Gilead) Pty Ltd,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=d0838856-60ac-ea11-8a09-00505684324c,2023-02-15
2015/7458,"Residential Development 822 Youle-Dean Road, Brabham, WA",Under review,2018-12-14,2026-12-31,Housing Authority,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=625aca7a-dab4-e911-ad32-00505684324c,2023-02-15
2016/7852,"Cabbage Tree Road Sand Quarry, Williamtown, NSW",Under review,2018-12-12,2033-12-31,Williamtown Sand Syndicate Pty Limited,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=1a1db35f-dfa9-ea11-8a09-00505684324c,2023-02-15
2016/7665,"Toodyay Road widening and upgrade, WA",Under review,2018-12-04,2038-09-27,MAIN ROADS WA,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=fc598164-c610-ea11-84d3-00505684324c,2023-02-15
