EPBC Number,Project,Offset Name,Project Approval Date,Project Approval Expiry Date,Approval Holder,Url,Scraped
2008/4429,Construct and Operate the Connors River Dam and Pipelines,Under review,2012-04-19,2112-04-19,SunWater,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=a390f6ca-6067-e511-b4b8-005056ba00ab,2023-02-15
2011/5952,Longwall mining of Longwalls 910 & 900 W at Angus Place Colliery,Under review,2012-04-17,2032-03-19,CENTENNIAL ANGUS PLACE PTY LTD,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=40caf929-eb60-eb11-9650-005056842ad1,2023-02-15
2011/5971,Extend a section of Mundijong Road,Under review,2012-03-30,2027-12-31,City of Rockingham,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=b194f6ca-6067-e511-b4b8-005056ba00ab,2023-02-15
2011/5949,"Longwall mining of longwalls 415, 416, 417 at the existing Springvale Colliery",Under review,2012-03-14,2032-03-19,SPRINGVALE COAL PTY LTD,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=6666a5b3-2553-ec11-80cf-00505684c137,2023-02-15
2010/5304,East Arm Wharf Expansion Works,Under review,2012-03-05,2035-12-31,DEPARTMENT OF PLANNING AND INFRASTRUCTURE - MAJOR PROJECTS UNIT,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=06dc23de-2353-ec11-80cf-00505684c137,2023-02-15
2011/5795,Mount Pleasant Project,Under review,2012-02-29,2040-10-28,MACH Energy Australia Pty Ltd,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=ee92f6ca-6067-e511-b4b8-005056ba00ab,2023-02-15
2011/5795,Mount Pleasant Project,Under review,2012-02-29,2040-10-28,MACH Energy Australia Pty Ltd,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=ee92f6ca-6067-e511-b4b8-005056ba00ab,2023-02-15
2011/5795,Mount Pleasant Project,Under review,2012-02-29,2040-10-28,MACH Energy Australia Pty Ltd,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=ee92f6ca-6067-e511-b4b8-005056ba00ab,2023-02-15
2011/6015,Regional Rail Link Section 1,Under review,2012-02-22,2027-02-01,REGIONAL RAIL LINK AUTHORITY,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=c794f6ca-6067-e511-b4b8-005056ba00ab,2023-02-15
2011/6015,Regional Rail Link Section 1,Under review,2012-02-22,2027-02-01,REGIONAL RAIL LINK AUTHORITY,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=c794f6ca-6067-e511-b4b8-005056ba00ab,2023-02-15
