EPBC Number,Project,Offset Name,Project Approval Date,Project Approval Expiry Date,Approval Holder,Url,Scraped
2013/6803,"V by Crown - Mixed Use Development Project, Parramatta, NSW",Under review,2014-03-12,2020-12-31,CROWN LANDMARK DEVELOPMENT PTY LTD,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=4c94f6ca-6067-e511-b4b8-005056ba00ab,2023-02-15
2011/6229,Moorebank Intermodal Terminal Facility,Under review,2014-03-06,2040-02-28,Logos M LP Development Management Pty Ltd,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=3395f6ca-6067-e511-b4b8-005056ba00ab,2023-02-15
2012/6391,Turee Syncline Iron Ore Project,Under review,2014-03-05,2040-03-01,HAMERSLEY IRON PTY LIMITED,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=5895f6ca-6067-e511-b4b8-005056ba00ab,2023-02-15
2013/6866,"Woodlink Residential Community, 246-326 Collingwood Drive, Collingwood Park",Under review,2014-03-04,2034-01-31,Canberra Estates Consortium No.36 Pty Ltd,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=5694f6ca-6067-e511-b4b8-005056ba00ab,2023-02-15
2013/7054,West Erregulla 3D onshore seismic survey & appraisal drilling exploration program WA,Under review,2014-02-19,2025-01-01,WARREGO ENERGY PTY LTD,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=9a94f6ca-6067-e511-b4b8-005056ba00ab,2023-02-15
2013/6788,Northparkes Mines Step Change Project,Under review,2014-02-13,2035-01-01,CMOC MINING PTY LIMITED,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=4a94f6ca-6067-e511-b4b8-005056ba00ab,2023-02-15
2011/5865,Capital Solar Farm Southern Tablelands NSW,Under review,2014-02-10,2073-12-31,CAPITAL SOLAR FARM PTY LTD,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=2993f6ca-6067-e511-b4b8-005056ba00ab,2023-02-15
2008/4002,Gold Coast International Marine Precinct,Under review,2014-02-05,2054-02-05,HARBOUR ISLAND PTY LTD,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=de60fec4-6067-e511-b4b8-005056ba00ab,2023-02-15
2011/5850,"Willogoleche Wind Farm, SA",Under review,2014-01-28,2044-01-31,WILLOGOLECHE POWER PTY LTD,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=2393f6ca-6067-e511-b4b8-005056ba00ab,2023-02-15
2012/6518,"Oxley Highway to Kempsey Pacific Highway Upgrade, NSW",Under review,2014-01-24,2063-12-31,ROADS AND MARITIME SERVICES,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=7195f6ca-6067-e511-b4b8-005056ba00ab,2023-02-15
