EPBC Number,Project,Offset Name,Project Approval Date,Project Approval Expiry Date,Approval Holder,Url,Scraped
2021/8975,"Hunt Road, Burpengary - Residential Development",Under review,2022-09-21,2050-12-31,Osprey Property Pty Ltd,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=249ebd20-d166-ed11-9561-00224818a727,2023-02-20
2017/8039,"Mary Mount Development, Goulburn, NSW",Under review,2022-09-18,2035-09-22,Goulburn Estate No 1 Pty Ltd,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=88dfc254-3a69-ed11-81ac-00224818aa41,2023-02-20
2020/8864,Specimen Hill Wind Farm,Under review,2022-09-08,2077-09-01,Specimen Hill Wind Farm Pty Ltd,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=aa2384bc-ea66-ed11-9561-00224818a6aa,2023-02-20
2017/8032,"Cherrabah Mine and Access Road, south of Warwick, Qld",Under review,2022-09-08,2060-07-01,Joyful View Garden Real Estate Development Resort Co. Pty Ltd,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=a848cd90-2c69-ed11-81ac-00224818aa41,2023-02-20
2021/8890,Stuart Industrial Subdivision,Under review,2022-08-19,2047-08-03,Aurizon Property Pty Ltd,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=585f431f-dc66-ed11-9561-00224818a727,2023-02-20
2018/8330,"Roy Hill Iron Ore Mine expansion, Pilbara Region, WA",Under review,2022-08-05,2032-06-30,ROY HILL IRON ORE PTY LTD,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=87f26a4d-fe66-ed11-9561-00224818a6aa,2023-02-20
2018/8330,"Roy Hill Iron Ore Mine expansion, Pilbara Region, WA",Under review,2022-08-05,2032-06-30,ROY HILL IRON ORE PTY LTD,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=87f26a4d-fe66-ed11-9561-00224818a6aa,2023-02-20
2021/8959,"Goyder South Hybrid Renewable Energy Facility - OTL and Substation, Worlds End",Under review,2022-07-28,2057-12-31,Goyder Wind Farm Common Asset Pty Ltd,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=76547920-d966-ed11-9561-00224818a727,2023-02-20
2021/8957,"Goyder South Hybrid Renewable Energy Facility - Wind Farm 1b, 5km south Burra",Under review,2022-07-13,2057-12-31,Goyder Wind Farm 1B Pty Ltd,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=5f26af33-db66-ed11-9561-00224818a727,2023-02-20
2021/8957,"Goyder South Hybrid Renewable Energy Facility - Wind Farm 1b, 5km south Burra",Under review,2022-07-13,2057-12-31,Goyder Wind Farm 1B Pty Ltd,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=5f26af33-db66-ed11-9561-00224818a727,2023-02-20
