EPBC Number,Project,Offset Name,Project Approval Date,Project Approval Expiry Date,Approval Holder,Url,Scraped
2015/7414,"Bushmead Residential Development, Hazelmere, WA",Under review,2016-06-17,2025-12-31,DUNLAND PROPERTY PTY LTD,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=dd733bda-1038-e611-be03-005056ba00a8,2023-02-16
2009/5255,Industrial Subdivision at 33 Jordan Close,Under review,2016-05-30,2026-01-31,CROMWELL PROPERTY SECURITIES LTD,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=2ab5f610-afd3-eb11-80c6-00505684c137,2023-02-16
2009/5255,Industrial Subdivision at 33 Jordan Close,Under review,2016-05-30,2026-01-31,CROMWELL PROPERTY SECURITIES LTD,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=2ab5f610-afd3-eb11-80c6-00505684c137,2023-02-16
2011/6004,Expansion of the existing Burnside Shopping Centre,Under review,2016-04-14,2031-12-31,Ranfurlie Developments Pty Ltd,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=14c02e23-e58d-eb11-80c3-00505684c137,2023-02-16
2013/7060,Rosewood Estate (Stage 3) Rural Residential Subdivision,Under review,2016-04-13,2026-12-31,TAMWORTH QUALITY HOMES PTY LTD,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=2429205b-23ac-e911-ad32-00505684324c,2023-02-16
2015/7552,"Eton Range Realignment, Peak Downs Hwy, QLD",Under review,2016-04-01,2026-03-17,DEPARTMENT OF TRANSPORT AND MAIN ROADS,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=723a831c-6452-ec11-80cf-00505684c137,2023-02-16
2012/6615,"Santos GLNG Gas Field Development Project, QLD",Under review,2016-03-22,2066-03-31,Santos Limited,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=7628e10d-e6a8-ec11-80d6-00505684c563,2023-02-16
2012/6615,"Santos GLNG Gas Field Development Project, QLD",Under review,2016-03-22,2066-03-31,Santos Limited,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=7628e10d-e6a8-ec11-80d6-00505684c563,2023-02-16
2012/6615,"Santos GLNG Gas Field Development Project, QLD",Under review,2016-03-22,2066-03-31,Santos Limited,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=7628e10d-e6a8-ec11-80d6-00505684c563,2023-02-16
2012/6615,"Santos GLNG Gas Field Development Project, QLD",Under review,2016-03-22,2066-03-31,Santos Limited,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=7628e10d-e6a8-ec11-80d6-00505684c563,2023-02-16
