EPBC Number,Project,Offset Name,Project Approval Date,Project Approval Expiry Date,Approval Holder,Url,Scraped
2006/3070,Cape View Resort at Lot 190 Little Colin Street,Under review,2007-05-04,2027-06-30,CAPE VIEW DEVELOPMENTS PTY LTD,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=3059306a-dcdd-e611-9a9c-005056ba00a7,2023-02-16
2006/3156,"Industrial development on Lot 141 DP843899 and Lot 5 DP1094504, Erskine Park Emp",Under review,2007-04-20,2032-01-01,CSR Limited,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=be93f6ca-6067-e511-b4b8-005056ba00ab,2023-02-16
2006/3156,"Industrial development on Lot 141 DP843899 and Lot 5 DP1094504, Erskine Park Emp",Under review,2007-04-20,2032-01-01,CSR Limited,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=be93f6ca-6067-e511-b4b8-005056ba00ab,2023-02-16
2005/2307,Victoria Hwy Upgrade,Under review,2007-03-28,2012-12-31,NT DEPARTMENT OF PLANNING AND INFRASTRUCTURE,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=7260fec4-6067-e511-b4b8-005056ba00ab,2023-02-16
2004/1822,Expansion of Ensham Mine,Under review,2007-02-19,2028-01-31,Ensham Resources Pty Ltd,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=ddba415e-1c53-ec11-80cf-00505684c137,2023-02-16
2004/1610,Residential development on a 929ha site located adjacent to the Bohle River and Bruce Highway,Under review,2007-01-05,2032-01-01,WAYNE REX,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=5693f6ca-6067-e511-b4b8-005056ba00ab,2023-02-16
2005/2193,Construction of New Perth Bunbury Highway project,Under review,2006-12-07,2026-12-30,Main Roads Western Australia,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=a193f6ca-6067-e511-b4b8-005056ba00ab,2023-02-16
2006/2775,Pulp Mill and associated infrastructure near Penola,Under review,2006-11-03,2056-12-31,PENOLA PULP PTY LTD,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=8c60fec4-6067-e511-b4b8-005056ba00ab,2023-02-16
2004/1331,Wyndham Cove marina and residential development,Under review,2006-10-29,2026-12-31,WATSONS PTY LTD,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=4d60fec4-6067-e511-b4b8-005056ba00ab,2023-02-16
2004/1331,Wyndham Cove marina and residential development,Under review,2006-10-29,2026-12-31,WATSONS PTY LTD,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=4d60fec4-6067-e511-b4b8-005056ba00ab,2023-02-16
