EPBC Number,Project,Offset Name,Project Approval Date,Project Approval Expiry Date,Approval Holder,Url,Scraped
2007/3755,"Melbourne Wholesale Market Relocation, Epping, Victoria",Under review,2009-05-15,2034-05-31,DEPARTMENT OF PRIMARY INDUSTRIES,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=3394f6ca-6067-e511-b4b8-005056ba00ab,2023-02-16
2007/3755,"Melbourne Wholesale Market Relocation, Epping, Victoria",Under review,2009-05-15,2034-05-31,DEPARTMENT OF PRIMARY INDUSTRIES,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=3394f6ca-6067-e511-b4b8-005056ba00ab,2023-02-16
2007/3567,Sale of surplus land at Ingleburn,Under review,2009-05-11,2019-04-03,Department of Defence,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=2994f6ca-6067-e511-b4b8-005056ba00ab,2023-02-16
2008/4652,Construction and Sequential Filling of Waste Emplacement Facility,Under review,2009-05-08,2039-01-01,BHP Billiton,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=e690f6ca-6067-e511-b4b8-005056ba00ab,2023-02-16
2008/4123,Lot 6 Residential Subdivision - 59 lots,Under review,2009-04-21,2029-05-01,Breeze 8 Pty Ltd,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=3c90f6ca-6067-e511-b4b8-005056ba00ab,2023-02-16
2008/4123,Lot 6 Residential Subdivision - 59 lots,Under review,2009-04-21,2029-05-01,Breeze 8 Pty Ltd,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=3c90f6ca-6067-e511-b4b8-005056ba00ab,2023-02-16
2008/4502,"Duplication of Sturt Highway, approx 3.35 km between Seppeltsfield Rd and Green",Under review,2009-03-26,2015-12-31,"Department for Transport, Energy and Infrastructure (SA)",https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=342efecf-e6dd-e611-bdfe-005056ba00a8,2023-02-16
2008/3948,"Victorian Desalination Project, Bass Coast",Under review,2009-03-19,2059-03-19,Department of Sustainability and Environment,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=7154e947-2053-ec11-80cf-00505684c137,2023-02-16
2008/3977,Echo Sands Mineral Sands Mining Project,Under review,2009-03-15,2014-12-31,ILUKA RESOURCES LTD,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=da60fec4-6067-e511-b4b8-005056ba00ab,2023-02-16
2005/2372,Donald Mineral Sands Project,Under review,2009-03-13,2042-03-31,ASTRON LIMITED,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=7c60fec4-6067-e511-b4b8-005056ba00ab,2023-02-16
