EPBC Number,Project,Offset Name,Project Approval Date,Project Approval Expiry Date,Approval Holder,Url,Scraped
2013/6926,"Ext of coal mining within Open Cuts 1 & 2 and assoc infrastructure - Optimisation, NSW",Under review,2014-11-13,2064-12-31,MOOLARBEN COAL OPERATIONS PTY LTD,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=624e3a0e-9ea3-e911-820b-00505684324c,2023-02-16
2013/7074,"Brentwood Residential Estate, Bellbird Park, Ipswich, QLD",Under review,2014-11-13,2033-11-18,Investa Properties Pty Limited,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=9c94f6ca-6067-e511-b4b8-005056ba00ab,2023-02-16
2006/3201,Construction of a dam at Emu Swamp,Under review,2014-11-11,2074-11-12,Granite Belt Water Limited,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=8ae5c333-1d53-ec11-80cf-00505684c137,2023-02-16
2013/6989,Conroys Gap Wind Farm - Stage 2,Under review,2014-11-05,2049-12-31,EPURON PROJECTS PTY LTD,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=ae866719-2053-ec11-80cf-00505684c137,2023-02-16
2013/7002,Yass Valley Wind Farm,Under review,2014-11-05,2049-12-31,Yass Valley Wind Farm Pty Ltd,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=3a1fe34e-2053-ec11-80cf-00505684c137,2023-02-16
2014/7203,"Main Road Level Crossing Removal, St Albans, Victoria",Under review,2014-11-05,2024-12-31,VicRoads,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=78112a5b-5752-ec11-80cf-00505684c137,2023-02-16
2013/6989,Conroys Gap Wind Farm - Stage 2,Under review,2014-11-05,2049-12-31,EPURON PROJECTS PTY LTD,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=ae866719-2053-ec11-80cf-00505684c137,2023-02-16
2013/7002,Yass Valley Wind Farm,Under review,2014-11-05,2049-12-31,Yass Valley Wind Farm Pty Ltd,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=3a1fe34e-2053-ec11-80cf-00505684c137,2023-02-16
2012/6372,Bolinda Road Quarry - Filling in waterbody and drainage line,Under review,2014-11-05,2024-09-05,BOLINDA OPERATIONS PTY LTD,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=8cef8d78-2753-ec11-80cf-00505684c137,2023-02-16
2014/7141,"Vlam Road Gravel Pit, Vlam Road, Karridale, WA",Under review,2014-11-05,2025-12-31,Main Roads Western Australia,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=a394f6ca-6067-e511-b4b8-005056ba00ab,2023-02-16
