EPBC Number,Project,Offset Name,Project Approval Date,Project Approval Expiry Date,Approval Holder,Url,Scraped
2015/7608,"Haerses Road quarry extension, Maroota, NSW",Under review,2018-08-06,2046-02-14,Dixon Sand (Penrith)Pty Ltd,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=e012627a-d9a9-ea11-8a09-00505684324c,2023-02-14
2014/7372,"Residential and commercial development, Blocks 4 and 5 Section 38, Campbell, ACT",Under review,2018-07-24,2048-06-30,LAKEVIEW HOLDINGS (ACT) PTY LTD,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=3bac68bc-6552-ec11-80cf-00505684c137,2023-02-14
2016/7767,"Cook Cove Southern Precinct development, Sydney, NSW",Under review,2018-07-20,2035-12-31,Olympic Murals Pty. Limited,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=37746ad2-43b0-ea11-8a09-00505684324c,2023-02-14
2016/7804,"Residential subdivision, Lot 1, 1550 Burragorang Road, Oakdale, NSW",Under review,2018-07-20,2028-07-01,Peter MacBeth,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=5f83d552-6b52-ec11-80d2-00505684c563,2023-02-14
2014/7136,"Liverpool Range Wind Farm (btwn Coolah & Cassilis), NSW",Under review,2018-06-29,2050-12-31,Liverpool Range Wind Farm Pty Ltd,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=2cdad3cb-2153-ec11-80cf-00505684c137,2023-02-14
2017/7959,"Church, Hall & Community Facility, 700 Barry Road, West Meadows, Victoria",Under review,2018-06-26,2028-06-01,samoan independent seventh day adventist church,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=15f89489-6e52-ec11-80d2-00505684c563,2023-02-14
2014/7303,"Mt Buller sustainable water security project - off-stream storage, Vic",Under review,2018-06-25,2068-06-01,Mount Buller and Mount Stirling Alpine Resort Management Board,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=c1d035b1-598b-eb11-80c3-00505684c137,2023-02-14
2014/7364,"Residential Development, 135-161 Barry Road, Thomastown, Victoria",Under review,2018-06-20,2028-05-31,Barry Road Project Pty Ltd,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=d536971a-63e4-eb11-80c9-00505684c563,2023-02-14
2014/7275,"Solomon Iron Ore Project expansion, Pilbara, WA",Under review,2018-06-12,2052-12-31,Fortescue Metals Group Limited,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=6d650a2a-5c52-ec11-80d2-00505684c563,2023-02-14
2014/7275,"Solomon Iron Ore Project expansion, Pilbara, WA",Under review,2018-06-12,2052-12-31,Fortescue Metals Group Limited,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=6d650a2a-5c52-ec11-80d2-00505684c563,2023-02-14
