EPBC Number,Project,Offset Name,Project Approval Date,Project Approval Expiry Date,Approval Holder,Url,Scraped
2014/7240,"Hail Creek coal mine extension transition project, Bowen Basin, Qld",Under review,2016-09-23,2056-04-06,Hail Creek Coal Pty Ltd,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=48476a8c-3385-e611-ada0-005056ba00a7,2023-02-14
2014/7305,"Skardon River Bauxite Mining Project, Weipa, QLD",Under review,2016-09-21,2041-09-01,GULF ALUMINA PTY LTD,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=3addf7b5-6c80-e611-bd5b-005056ba00a8,2023-02-14
2014/7306,"Springview Village One, Springfield, Ipswich City, QLD",Under review,2016-09-14,2041-09-30,Stockland Development Pty Limited,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=14a7830b-bacf-ea11-a87e-005056842ad1,2023-02-14
2015/7528,"Epping Branch sewer Stage 4B, Victoria",Under review,2016-09-08,2021-12-31,YARRA VALLEY WATER,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=f7ec9dcb-6652-ec11-80cf-00505684c137,2023-02-14
2015/7464,Bruce Highway upgrade Caloundra to Sunshine Motorway Project no: 280/10A/1,Under review,2016-09-02,2026-12-31,DEPT OF TRANSPORT AND MAIN ROADS,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=c7483fd9-f8d5-ea11-a87e-005056842ad1,2023-02-14
2015/7464,Bruce Highway upgrade Caloundra to Sunshine Motorway Project no: 280/10A/1,Under review,2016-09-02,2026-12-31,DEPT OF TRANSPORT AND MAIN ROADS,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=c7483fd9-f8d5-ea11-a87e-005056842ad1,2023-02-14
2012/6521,"Yoongarillup Mineral Sands Project, WA",Under review,2016-08-26,2036-12-31,DORAL MINERAL SANDS PTY LTD,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=b98c39c4-648e-ea11-a236-005056842ad1,2023-02-14
2012/6557,"Dundonnell Wind Farm, VIC",Under review,2016-08-26,2036-04-30,NEWEN AUSTRALIA PTY LTD,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=0044e822-2f19-e911-9956-005056ba00a8,2023-02-14
2015/7578,Residential development,Under review,2016-08-25,2025-07-29,TJ and RF Fordham Pty Ltd,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=4ebf3231-6652-ec11-80cf-00505684c137,2023-02-14
2015/7485,"Canungra Rise Estate residential development, Finch Road, Canungra",Under review,2016-08-22,2041-08-31,ELBINA PTY LTD,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=f27100ea-0337-e811-886f-005056ba00a8,2023-02-14
