EPBC Number,Project,Offset Name,Project Approval Date,Project Approval Expiry Date,Approval Holder,Url,Scraped
2008/4399,Queensland Curtis LNG Project - Pipeline Network,Under review,2010-10-22,2060-10-31,BG INTERNATIONAL LTD,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=25adf0a6-496c-ed11-81ac-00224818a31f,2023-02-13
2008/4402,"Development, Construction and Decommissioning of LNG Plant and Onshore Faciliti",Under review,2010-10-22,2060-10-31,BG INTERNATIONAL LTD,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=f34126f6-4e6c-ed11-81ac-00224818a31f,2023-02-13
2008/4402,"Development, Construction and Decommissioning of LNG Plant and Onshore Faciliti",Under review,2010-10-22,2060-10-31,BG INTERNATIONAL LTD,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=f34126f6-4e6c-ed11-81ac-00224818a31f,2023-02-13
2021/9060,Powerlink Queensland Genex Kidston Connection Project,Under review,2022-10-10,2085-12-31,QUEENSLAND ELECTRICITY TRANSMISSION CORPORATION LIMITED (Powerlink Queensland),https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=ddf18ae1-d666-ed11-9561-00224818a6aa,2023-02-13
2021/9033,Queensland Pacific Metals - Townsville Energy Chemicals Hub TECH Project,Under review,2022-11-02,2062-10-03,QPM TECH PROJECT PTY LTD,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=48133276-3666-ed11-9561-00224818a3ef,2023-02-13
2002/629,Extending Existing operations at Warkworth Coal Mine,Under review,2004-02-18,2039-02-25,WARKWORTH MINING LIMITED,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=e01e40f5-1c6a-ed11-81ac-00224818a6aa,2023-02-13
2000/12,Wind Farm Construction,Under review,2001-08-23,2051-08-31,HYDRO-ELECTRIC CORPORATION,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=5cad404e-286a-ed11-81ac-00224818a6aa,2023-02-13
2021/9060,Powerlink Queensland Genex Kidston Connection Project,Under review,2022-10-10,2085-12-31,QUEENSLAND ELECTRICITY TRANSMISSION CORPORATION LIMITED (Powerlink Queensland),https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=ddf18ae1-d666-ed11-9561-00224818a6aa,2023-02-13
2021/9010,"Lot 102, Prestons – Industrial Warehouse Space",Under review,2022-02-21,2032-02-25,MAKO MINERALS PTY LTD,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=6319e2be-d966-ed11-9561-00224818a6aa,2023-02-13
2021/9002,Townsville City Council Ross River Dam to Douglas Water Treatment Plant Pipeline Project,Under review,2022-06-02,2027-06-30,Townsville City Council,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=24418242-da66-ed11-9561-00224818a6aa,2023-02-13
