EPBC Number,Project,Offset Name,Project Approval Date,Project Approval Expiry Date,Approval Holder,Url,Scraped
2020/8803,Beerburrum to Nambour Rail Upgrade Project the B2N Project,Under review,2022-02-24,2052-02-26,Department of Transport and Main Roads,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=f3d64ff0-ec66-ed11-9561-00224818a6aa,2023-03-06
2020/8759,Overhead Transmission Line – MacIntyre Wind Energy Precinct,Under review,2022-02-21,2067-12-30,ACCIONA ENERGY AUSTRALIA GLOBAL PTY LTD,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=885ff91c-e966-ed11-9561-00224818a6aa,2023-03-06
2020/8756,MacIntyre Wind Farm Project,Under review,2022-02-21,2067-12-30,ACCIONA ENERGY AUSTRALIA GLOBAL PTY LTD,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=6ce209a8-e966-ed11-9561-00224818a6aa,2023-03-06
2021/9010,"Lot 102, Prestons – Industrial Warehouse Space",Under review,2022-02-20,2032-02-24,MAKO MINERALS PTY LTD,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=6319e2be-d966-ed11-9561-00224818a6aa,2023-03-06
2019/8468,"SA-NSW Energy Interconnector, Robertstown to NSW Border, SA",Under review,2022-02-20,2122-02-27,ELECTRANET PTY LIMITED,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=0a64e1ed-f966-ed11-9561-00224818a6aa,2023-03-06
2020/8764,"Byford Rail Extension, Byford, WA",Under review,2022-02-06,2055-12-31,The Public Transport Authority of Western Australia,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=e5ff73ae-e866-ed11-9561-00224818a6aa,2023-03-06
2021/8883,Lot 20 and 42 Marriot Road Commercial Development,Under review,2022-02-02,2062-02-02,Western Australian Land Authority trading as DevelopmentWA,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=13818e21-ea66-ed11-9561-00224818a6aa,2023-03-06
2018/8236,"Mardie Project, 80 km south west of Karratha, WA",Under review,2022-01-11,2084-11-23,MARDIE MINERALS PTY LTD,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=44c4783c-4469-ed11-81ac-00224818abd2,2023-03-06
2018/8236,"Mardie Project, 80 km south west of Karratha, WA",Under review,2022-01-11,2084-11-23,MARDIE MINERALS PTY LTD,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=44c4783c-4469-ed11-81ac-00224818abd2,2023-03-06
2020/8727,Wambo Wind Farm,Under review,2021-12-20,2060-12-30,Luke Mcdonald,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=92d7954d-f366-ed11-9561-00224818a6aa,2023-03-06
