EPBC Number,Project,Offset Name,Project Approval Date,Project Approval Expiry Date,Approval Holder,Url,Scraped
2017/7965,"Golden Plains Wind Farm, Vic",Under review,2019-07-31,2050-01-29,Golden Plains Shared Assets Pty Ltd,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=341d3035-ec82-eb11-80c5-00505684c563,2023-03-18
2017/7976,"Clinton Vessel Interaction Project - Clinton Widening, Qld",Under review,2019-07-14,2026-06-29,Gladstone Ports Corporation Limited,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=24579c80-2e53-ec11-80cf-00505684c137,2023-03-18
2018/8151,"Mugga Quarry overburden expansion project, ACT",Under review,2019-07-09,2039-03-30,BORAL RESOURCES (COUNTRY) PTY. LIMITED,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=ba27f9b4-7052-ec11-80d2-00505684c563,2023-03-18
2018/8192,"Vehicle storage facility, Lot 1 Reddalls Rd, Kembla Grange NSW",Under review,2019-07-08,2029-02-28,PRIXCAR SERVICES PTY. LTD.,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=d28a23bd-3153-ec11-80cf-00505684c137,2023-03-18
2018/8294,"Commercial development, Lot 9 and Lot 21 Mile End Road, Rouse Hill, NSW",Under review,2019-07-07,2029-06-30,SEVENTH-DAY ADVENTIST CHURCH - GREATER SYDNEY CONFERENCE,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=d9fcc07e-7552-ec11-80cf-00505684c137,2023-03-18
2018/8316,"Roe Highway and Kalamunda Road Interchange upgrade, WA",Under review,2019-07-06,2039-12-30,MAIN ROADS,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=471332b6-0da9-ec11-80d6-00505684c563,2023-03-18
2017/8018,Geelong-Bacchus Marsh Road Upgrade Project,Under review,2019-07-06,2032-06-29,ROADS CORPORATION,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=92c2b48d-eb82-eb11-80c5-00505684c563,2023-03-18
2018/8316,"Roe Highway and Kalamunda Road Interchange upgrade, WA",Under review,2019-07-06,2039-12-30,MAIN ROADS,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=471332b6-0da9-ec11-80d6-00505684c563,2023-03-18
2017/8008,"O'Herns Road and Hume Freeway Interchange Project, Vic",Under review,2019-06-16,2039-06-29,"Department of Economic Development, Jobs, Transport, and Resources (Major Road Projects Authority)",https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=5efd4bdf-eb82-eb11-80c5-00505684c563,2023-03-18
2016/7755,"Staged redevelopment of 215 and 325C Cooper Street, Epping, Victoria",Under review,2019-05-23,2034-03-31,Bridley Epping Pty Ltd & Caruso Epping Unit Trust & Sterling Epping Pty Ltd,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=772790e4-4f85-eb11-80c5-00505684c563,2023-03-18
