EPBC Number,Project,Offset Name,Project Approval Date,Project Approval Expiry Date,Approval Holder,Url,Scraped
2008/4454,Yallourn Coal Field Re-alignment Project,Under review,2011-02-15,2035-11-30,TRUENERGY PTY LTD,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=b390f6ca-6067-e511-b4b8-005056ba00ab,2023-03-18
2010/5586,Upgrade of the Pacific Highway from single to dual carriageway in each direction,Under review,2011-02-14,2035-02-14,Roads and Maritime Services,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=8092f6ca-6067-e511-b4b8-005056ba00ab,2023-03-18
2009/4719,Stockyard Hill Wind Farm,Under review,2011-02-11,2050-12-31,Stockyard Hill Wind Farm Pty Ltd,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=3fff987f-2253-ec11-80cf-00505684c137,2023-03-18
2010/5693,Parklands West Estate Development,Under review,2011-01-27,2025-12-31,Mirvac (WA) Pty Ltd,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=ab92f6ca-6067-e511-b4b8-005056ba00ab,2023-03-18
2009/5003,Conversion from Continuous Miner Operation to Longwall Miner Operation,Under review,2011-01-21,2040-12-31,NARRABRI COAL OPERATIONS PTY LTD,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=4691f6ca-6067-e511-b4b8-005056ba00ab,2023-03-18
2009/5003,Conversion from Continuous Miner Operation to Longwall Miner Operation,Under review,2011-01-21,2040-12-31,NARRABRI COAL OPERATIONS PTY LTD,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=4691f6ca-6067-e511-b4b8-005056ba00ab,2023-03-18
2010/5636,Halls Head Shopping Centre stages 2 & 3 expansion,Under review,2011-01-17,2030-12-31,Federation Custodian Pty Ltd,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=9292f6ca-6067-e511-b4b8-005056ba00ab,2023-03-18
2010/5552,Dog Training Facility for Australian Customs Border Protection Service,Under review,2011-01-11,2031-01-31,Qanstruct (Aust) Pty Ltd,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=6b92f6ca-6067-e511-b4b8-005056ba00ab,2023-03-18
2010/5552,Dog Training Facility for Australian Customs Border Protection Service,Under review,2011-01-11,2031-01-31,Qanstruct (Aust) Pty Ltd,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=6b92f6ca-6067-e511-b4b8-005056ba00ab,2023-03-18
2007/3533,retirement units & aged care facility development,Under review,2011-01-06,2021-01-05,RAY VILLAGE AGED SERVICES INC,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=78e6fc67-d250-ec11-80cf-00505684c137,2023-03-18
