EPBC Number,Project,Offset Name,Project Approval Date,Project Approval Expiry Date,Approval Holder,Url,Scraped
2017/7918,"415-425 Cooper Street, Epping, Victoria",Under review,2018-11-04,2038-09-24,Cooper Park Pty Ltd,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=dba53699-7f98-e911-8f1d-00505684324c,2023-03-18
2016/7757,"Bowelling curves realignment - Collie Lake King Road 64.76 - 69.84 SLK, WA",Under review,2018-10-24,2023-04-20,Main Roads,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=ead0e709-2c53-ec11-80cf-00505684c137,2023-03-18
2015/7628,"Grampian Drive Deebing Heights Residential Development, Qld",Under review,2018-10-15,2038-08-31,Deebing Heights Land Partners Pty Ltd,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=c4b4cf4c-4fd8-ea11-942e-00505684324c,2023-03-18
2016/7808,"Residential development, Lots 8-9 and Lot 2 Bronzewing St and Byron Road, Tahmoor, NSW",Under review,2018-10-15,2028-10-15,Common Ground Property (NSW) Pty Ltd and Ironlaw Pty. Limited & Wilona Pty Limited and Mary Ida Purnell,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=af12a670-6b52-ec11-80d2-00505684c563,2023-03-18
2017/8121,"Sapphire Solar Farm Project, 28km east of Inverell, NSW",Under review,2018-10-14,2043-12-30,Sapphire Solar Farm Pty Ltd (ACN 620 649 069) and Sapphire Battery Nominees Pty Ltd ACN 641182 998 in its capacity as trustee of the Sapphire Battery Trust,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=a97d446a-34ac-e911-ad32-00505684324c,2023-03-18
2017/8106,"West Sale Airport Runway Extension, Vic",Under review,2018-10-10,2038-08-09,WELLINGTON SHIRE COUNCIL,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=53b9e3fc-a601-e911-9956-005056ba00a8,2023-03-18
2016/7695,"Latitude 32-industrial development of various lots, Ashley and Sayer Roads, Hope Valley, WA",Under review,2018-10-08,2045-12-30,Western Australian Land Authority (LandCorp),https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=a61c1f5b-b3b1-e911-9566-005056842ad1,2023-03-18
2017/7901,"Proposed Transport Depot & Warehouse Development - Lot 195 Great Northern Highway, Muchea",Under review,2018-10-07,2033-07-20,INSTANT PRODUCTS GROUP PTY LTD,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=620361a5-8bc5-ea11-97dc-00505684324c,2023-03-18
2016/7648,"Thunderbird Mineral Sands Project, WA",Under review,2018-09-26,2073-06-29,Thunderbird Operations Pty Ltd,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=645401a6-2b53-ec11-80cf-00505684c137,2023-03-18
2017/7930,"Industrial Development of 165-195 O’Herns Road, Epping VIC",Under review,2018-09-24,2038-07-31,Alliance Business Park Pty Ltd,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=02692e04-8535-e911-8a22-00505684324c,2023-03-18
