EPBC Number,Project,Offset Name,Project Approval Date,Project Approval Expiry Date,Approval Holder,Url,Scraped
2012/6437,Woodsreef Mine Major Rehabilitation Project,Under review,2014-07-04,2034-01-01,Department of Finance and Services (NSW Public Works Division),https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=6695f6ca-6067-e511-b4b8-005056ba00ab,2023-03-18
2008/4214,"Subdivision of 100 Vineyard Road, Sunbury",Under review,2014-07-02,2039-06-30,T.F. A. MILLETT PTY LTD,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=6990f6ca-6067-e511-b4b8-005056ba00ab,2023-03-18
2008/4214,"Subdivision of 100 Vineyard Road, Sunbury",Under review,2014-07-02,2039-06-30,T.F. A. MILLETT PTY LTD,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=6990f6ca-6067-e511-b4b8-005056ba00ab,2023-03-18
2011/6122,Construction of an on-stream water storage,Under review,2014-06-30,2064-12-31,Cooma Monaro Shire Council,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=f494f6ca-6067-e511-b4b8-005056ba00ab,2023-03-18
2010/5515,Point Grey Marina Project,Under review,2014-06-28,2057-12-30,POINT GREY DEVELOPMENT PTY LTD,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=914c6ea7-4852-ec11-80cf-00505684c137,2023-03-18
2013/6986,"Residential development, Village of Wellard, City of Kwinana, WA",Under review,2014-06-27,2025-07-30,Peet Southern JV Pty Ltd,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=8794f6ca-6067-e511-b4b8-005056ba00ab,2023-03-18
2012/6653,Phosphate Mining in South Point Christmas Island,Under review,2014-06-27,2034-06-27,PHOSPHATE RESOURCES LIMITED,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=ad95f6ca-6067-e511-b4b8-005056ba00ab,2023-03-18
2014/7164,"Sand Mine, Lot 122 Old Coast Road, Parkfield, Binningup, WA",Under review,2014-06-19,2029-07-01,HOVEY PROPERTY PTY LTD,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=a994f6ca-6067-e511-b4b8-005056ba00ab,2023-03-18
2014/7164,"Sand Mine, Lot 122 Old Coast Road, Parkfield, Binningup, WA",Under review,2014-06-19,2029-07-01,HOVEY PROPERTY PTY LTD,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=a994f6ca-6067-e511-b4b8-005056ba00ab,2023-03-18
2014/7146,"Residential development,Lot 609, Yanchep Beach Road, Yanchep, WA",Under review,2014-06-13,2029-12-30,Peet Funds Management Limited,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=a594f6ca-6067-e511-b4b8-005056ba00ab,2023-03-18
