EPBC Number,Project,Offset Name,Project Approval Date,Project Approval Expiry Date,Approval Holder,Url,Scraped
2008/3960,Sugarloaf Water Pipeline Project,Under review,2008-09-12,2033-07-01,Nonda Street Pty Ltd,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=c260fec4-6067-e511-b4b8-005056ba00ab,2023-03-18
2008/3960,Sugarloaf Water Pipeline Project,Under review,2008-09-12,2033-07-01,Nonda Street Pty Ltd,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=c260fec4-6067-e511-b4b8-005056ba00ab,2023-03-18
2006/3104,Spinifex Ridge Molybdenum Project,Under review,2008-09-01,2033-09-01,MOLY METALS AUSTRALIA PTY LTD,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=b493f6ca-6067-e511-b4b8-005056ba00ab,2023-03-18
2006/3135,Residential subdivision of Lot 3 RP 185332,Under review,2008-08-20,2027-08-31,FRASER COAST PTY LTD,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=b693f6ca-6067-e511-b4b8-005056ba00ab,2023-03-18
2005/2393,South Sydney Freight Rail Line,Under review,2008-08-13,2020-06-30,AUSTRALIAN RAIL TRACK CORPORATION,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=8260fec4-6067-e511-b4b8-005056ba00ab,2023-03-18
2007/3925,Blackwater creek diversion and coal mine,Under review,2008-07-25,2030-01-02,Wesfarmers Curragh Pty Ltd,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=b160fec4-6067-e511-b4b8-005056ba00ab,2023-03-18
2008/4025,Tourism Villa Facility Development,Under review,2008-07-21,2015-12-31,IBEX CAPITAL PTY LTD,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=e060fec4-6067-e511-b4b8-005056ba00ab,2023-03-18
2004/1447,Norwich Park Coal Mine - Development of East Pit,Under review,2008-07-18,2038-12-31,BHP BILLITON MITSUBISHI ALLIANCE,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=5a60fec4-6067-e511-b4b8-005056ba00ab,2023-03-18
2008/3970,Construction of Fiona Stanley Hospital,Under review,2008-07-07,2015-12-31,DEPARTMENT OF HOUSING AND WORKS,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=c660fec4-6067-e511-b4b8-005056ba00ab,2023-03-18
2008/3970,Construction of Fiona Stanley Hospital,Under review,2008-07-07,2015-12-31,DEPARTMENT OF HOUSING AND WORKS,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=c660fec4-6067-e511-b4b8-005056ba00ab,2023-03-18
