EPBC Number,Project,Offset Name,Project Approval Date,Project Approval Expiry Date,Approval Holder,Url,Scraped
2005/1996,"Tourist - Residential Development, off Jackey Jackey Street",Under review,2008-01-18,2038-01-31,Ross and Elizabeth Plapp,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=7d93f6ca-6067-e511-b4b8-005056ba00ab,2023-03-18
2005/2059,install & operate gas pipeline,Under review,2008-01-15,2057-12-31,Central QueensLand Pipeline Pty Ltd,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=8393f6ca-6067-e511-b4b8-005056ba00ab,2023-03-18
2006/3211,Hinze Dam Upgrade,Under review,2007-12-20,2057-12-31,Gold Coast City Council,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=d130a5e6-473f-e711-b32b-005056ba00a7,2023-03-18
2002/576,Port Phillip Bay Channel Deepening,Under review,2007-12-20,2012-12-20,PORT OF MELBOURNE CORPORATION,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=1460fec4-6067-e511-b4b8-005056ba00ab,2023-03-18
2002/576,Port Phillip Bay Channel Deepening,Under review,2007-12-20,2012-12-20,PORT OF MELBOURNE CORPORATION,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=1460fec4-6067-e511-b4b8-005056ba00ab,2023-03-18
2002/576,Port Phillip Bay Channel Deepening,Under review,2007-12-20,2012-12-20,PORT OF MELBOURNE CORPORATION,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=1460fec4-6067-e511-b4b8-005056ba00ab,2023-03-18
2006/3208,"Residential/Industrial subdivision, Lot 18, Vasse Highway, Shire of Busselton",Under review,2007-12-03,2027-12-31,Mary Donald Nominees Pty Ltd,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=cb93f6ca-6067-e511-b4b8-005056ba00ab,2023-03-18
2001/529,Green Point Wind Farm,Under review,2007-11-28,2038-12-31,WIND PROSPECT PTY LTD,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=7b92c686-3e3f-e711-998c-005056ba00a8,2023-03-18
2003/1011,Townsville Port Access Project (Road and Rail),Under review,2007-11-28,2030-07-01,QUEENSLAND TRANSPORT,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=3560fec4-6067-e511-b4b8-005056ba00ab,2023-03-18
2006/3155,"Neighbourhood Shopping Centre and Mixed Business Centre, Ocean Road, Dawesville",Under review,2007-11-28,2027-12-31,Florida Beach Pty Ltd,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=ba93f6ca-6067-e511-b4b8-005056ba00ab,2023-03-18
