EPBC Number,Project,Offset Name,Project Approval Date,Project Approval Expiry Date,Approval Holder,Url,Scraped
2010/5642,South of the Embley Bauxite Mining Project,Under review,2013-05-14,2063-05-21,RTA WEIPA PTY LTD,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=9a92f6ca-6067-e511-b4b8-005056ba00ab,2023-03-18
2010/5642,South of the Embley Bauxite Mining Project,Under review,2013-05-14,2063-05-21,RTA WEIPA PTY LTD,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=9a92f6ca-6067-e511-b4b8-005056ba00ab,2023-03-18
2010/5642,South of the Embley Bauxite Mining Project,Under review,2013-05-14,2063-05-21,RTA WEIPA PTY LTD,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=9a92f6ca-6067-e511-b4b8-005056ba00ab,2023-03-18
2012/6292,Campbell Station 5 Development,Under review,2013-05-13,2043-05-01,LAND DEVELOPMENT AGENCY,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=3595f6ca-6067-e511-b4b8-005056ba00ab,2023-03-18
2012/6573,"Hornsdale Wind Farm, SA",Under review,2013-05-10,2042-05-10,Hornsdale Asset Co Pty Ltd,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=8b95f6ca-6067-e511-b4b8-005056ba00ab,2023-03-18
2012/6573,"Hornsdale Wind Farm, SA",Under review,2013-05-10,2042-05-10,Hornsdale Asset Co Pty Ltd,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=8b95f6ca-6067-e511-b4b8-005056ba00ab,2023-03-18
2012/6611,Mt Webber Direct Shipping Ore Project,Under review,2013-05-10,2028-05-08,Atlas Iron Limited,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=9895f6ca-6067-e511-b4b8-005056ba00ab,2023-03-18
2012/6611,Mt Webber Direct Shipping Ore Project,Under review,2013-05-10,2028-05-08,Atlas Iron Limited,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=9895f6ca-6067-e511-b4b8-005056ba00ab,2023-03-18
2012/6691,Koppers Wood Products Wood Processing Facility,Under review,2013-05-06,2018-03-31,KOPPERS WOOD PRODUCTS P/L,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=b195f6ca-6067-e511-b4b8-005056ba00ab,2023-03-18
2012/6691,Koppers Wood Products Wood Processing Facility,Under review,2013-05-06,2018-03-31,KOPPERS WOOD PRODUCTS P/L,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=b195f6ca-6067-e511-b4b8-005056ba00ab,2023-03-18
