EPBC Number,Project,Offset Name,Project Approval Date,Project Approval Expiry Date,Approval Holder,Url,Scraped
2008/3970,Construction of Fiona Stanley Hospital,Under review,2008-07-07,2015-12-31,DEPARTMENT OF HOUSING AND WORKS,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=d860fec4-6067-e511-b4b8-005056ba00ab,2023-03-18
2008/3970,Construction of Fiona Stanley Hospital,Under review,2008-07-07,2015-12-31,DEPARTMENT OF HOUSING AND WORKS,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=d860fec4-6067-e511-b4b8-005056ba00ab,2023-03-18
2008/3970,Construction of Fiona Stanley Hospital,Under review,2008-07-07,2015-12-31,DEPARTMENT OF HOUSING AND WORKS,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=d860fec4-6067-e511-b4b8-005056ba00ab,2023-03-18
2008/3970,Construction of Fiona Stanley Hospital,Under review,2008-07-07,2015-12-31,DEPARTMENT OF HOUSING AND WORKS,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=d860fec4-6067-e511-b4b8-005056ba00ab,2023-03-18
2008/3970,Construction of Fiona Stanley Hospital,Under review,2008-07-07,2015-12-31,DEPARTMENT OF HOUSING AND WORKS,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=d860fec4-6067-e511-b4b8-005056ba00ab,2023-03-18
2004/1605,Rezoning of former Lalor Golf Course and residential development on the 57 he...,Under review,2008-05-06,2028-05-05,ABAH GROUP,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=1bbc4320-403f-e711-998c-005056ba00a8,2023-03-18
2007/3554,Development of the Narrabundah Long Stay Caravan Park Land Swap Site,Under review,2008-05-02,2018-04-25,LAND DEVELOPMENT AGENCY,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=2794f6ca-6067-e511-b4b8-005056ba00ab,2023-03-18
2008/3942,30 Lot Residential Subdivision,Under review,2008-04-21,2011-04-29,PERI MACDONALD,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=b360fec4-6067-e511-b4b8-005056ba00ab,2023-03-18
2007/3756,Transfer of Defence Land at Majura,Under review,2008-04-12,2013-04-14,Department of Defence,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=3594f6ca-6067-e511-b4b8-005056ba00ab,2023-03-18
2007/3524,"Aurora, Residential Subdivision, Epping North",Under review,2008-03-16,2033-07-31,VICURBAN,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=163daa30-e2dd-e611-bdfe-005056ba00a8,2023-03-18
